<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2008.12.17	1.40640	1.44370	1.40080	1.44060	20808	0	20
2008.12.18	1.44050	1.47190	1.41860	1.42920	39388	0	20
2008.12.19	1.42930	1.43090	1.38260	1.39070	31936	0	20
2008.12.21	1.39200	1.39750	1.39200	1.39740	287	0	20
2008.12.22	1.39760	1.41240	1.39030	1.39550	26071	0	20
2008.12.23	1.39560	1.40210	1.39140	1.39370	20015	0	20
2008.12.24	1.39360	1.40190	1.39340	1.39930	11971	0	20
2008.12.26	1.40490	1.41160	1.40210	1.40270	4366	0	20
2008.12.28	1.40710	1.41130	1.40700	1.41040	436	0	20
2008.12.29	1.41050	1.43620	1.39170	1.40330	15413	0	20
2008.12.30	1.40320	1.42200	1.39870	1.41390	14157	0	20
2008.12.31	1.41380	1.41440	1.38510	1.39360	10674	0	20
2009.01.02	1.38680	1.39860	1.38380	1.39230	12370	0	20
2009.01.04	1.38830	1.39530	1.38820	1.39520	616	0	20
2009.01.05	1.39560	1.39620	1.35460	1.36450	19404	0	20
2009.01.06	1.36440	1.36440	1.33130	1.35070	21328	0	20
2009.01.07	1.35080	1.37460	1.34320	1.36100	20288	0	20
2009.01.08	1.36110	1.37950	1.35330	1.36960	21840	0	20
2009.01.09	1.36970	1.37500	1.34140	1.34720	28982	0	20
2009.01.11	1.34590	1.34620	1.34050	1.34160	889	0	20
2009.01.12	1.34170	1.34440	1.32890	1.33570	28448	0	20
2009.01.13	1.33580	1.33590	1.31410	1.31990	33808	0	20
2009.01.14	1.32000	1.33360	1.30930	1.32110	30602	0	20
2009.01.15	1.32120	1.32390	1.30260	1.31590	32366	0	20
2009.01.16	1.31580	1.33430	1.31430	1.32660	30211	0	20
2009.01.18	1.33490	1.33850	1.33490	1.33570	731	0	20
2009.01.19	1.33580	1.33810	1.30580	1.30940	23921	0	20
2009.01.20	1.30930	1.31030	1.28450	1.28830	33092	0	20
2009.01.21	1.28840	1.30850	1.28240	1.30000	34589	0	20
2009.01.22	1.29990	1.30820	1.29060	1.30040	31353	0	20
2009.01.23	1.30030	1.30330	1.27640	1.29730	30689	0	20
2009.01.25	1.29160	1.29180	1.28760	1.28950	947	0	20
2009.01.26	1.28960	1.32340	1.28610	1.31850	158502	0	20
2009.01.27	1.31850	1.33270	1.31180	1.32130	168660	0	20
2009.01.28	1.32140	1.33250	1.31010	1.31510	177872	0	20
2009.01.29	1.31520	1.31770	1.29150	1.29360	121332	0	20
2009.01.30	1.29370	1.29400	1.27630	1.28120	164199	0	20
2009.02.01	1.27520	1.27800	1.27460	1.27490	2535	0	20
2009.02.02	1.27500	1.28970	1.27060	1.28120	135904	0	20
2009.02.03	1.28120	1.30550	1.28010	1.30100	146523	0	20
2009.02.04	1.30100	1.30690	1.28120	1.28530	147132	0	20
2009.02.05	1.28530	1.29040	1.27600	1.27880	126828	0	20
2009.02.06	1.27870	1.29900	1.27460	1.29390	99029	0	20
2009.02.08	1.29710	1.29850	1.29570	1.29580	1287	0	20
2009.02.09	1.29570	1.30930	1.28730	1.29600	44253	0	20
2009.02.10	1.29610	1.30740	1.28090	1.29100	40605	0	20
2009.02.11	1.29110	1.29960	1.28320	1.28650	30652	0	20
2009.02.12	1.28640	1.29420	1.27200	1.28830	31767	0	20
2009.02.13	1.28840	1.29410	1.28200	1.28620	25529	0	20
2009.02.15	1.27900	1.27960	1.27530	1.27900	780	0	20
2009.02.16	1.27890	1.28250	1.27260	1.27970	18516	0	20
2009.02.17	1.27980	1.27990	1.25580	1.25820	27167	0	20
2009.02.18	1.25830	1.26400	1.25120	1.25650	24132	0	20
2009.02.19	1.25660	1.27590	1.25560	1.26570	21711	0	20
2009.02.20	1.26560	1.28840	1.25570	1.28260	25569	0	20
2009.02.22	1.28190	1.28250	1.27910	1.27910	548	0	20
2009.02.23	1.27900	1.29910	1.26640	1.26700	23008	0	20
2009.02.24	1.26710	1.28770	1.26620	1.28710	30205	0	20
2009.02.25	1.28700	1.28980	1.26900	1.27170	19038	0	20
2009.02.26	1.27160	1.28100	1.26820	1.27170	18978	0	20
2009.02.27	1.27160	1.27500	1.26040	1.26660	21909	0	20
2009.03.01	1.26170	1.26170	1.25860	1.25890	658	0	20
2009.03.02	1.25900	1.26310	1.25380	1.25610	20812	0	20
2009.03.03	1.25620	1.26770	1.25210	1.25280	19903	0	20
2009.03.04	1.25290	1.26630	1.24560	1.26330	20059	0	20
2009.03.05	1.26320	1.26390	1.24800	1.25450	21429	0	20
2009.03.06	1.25460	1.27540	1.25380	1.26530	22803	0	20
2009.03.08	1.26710	1.27150	1.26710	1.27150	580	0	20
2009.03.09	1.27140	1.27260	1.25550	1.26190	19603	0	20
2009.03.10	1.26200	1.28220	1.26100	1.27150	23021	0	20
2009.03.11	1.27140	1.28640	1.26160	1.28050	22146	0	20
2009.03.12	1.28040	1.29450	1.27310	1.28960	25417	0	20
2009.03.13	1.28970	1.29570	1.28620	1.29290	19892	0	20
2009.03.15	1.28460	1.28850	1.28460	1.28810	457	0	20
2009.03.16	1.28800	1.30710	1.28670	1.29730	21862	0	20
2009.03.17	1.29720	1.30410	1.29310	1.30310	23400	0	20
2009.03.18	1.30320	1.35340	1.29860	1.34870	23014	0	20
2009.03.19	1.34860	1.37370	1.34160	1.36600	24436	0	20
2009.03.20	1.36610	1.37260	1.35169	1.35811	34388	0	20
2009.03.22	1.36564	1.36573	1.36236	1.36270	1137	0	20
2009.03.23	1.36267	1.37350	1.34846	1.36176	40727	0	20
2009.03.24	1.36171	1.36775	1.34314	1.34810	50706	0	20
2009.03.25	1.34813	1.36287	1.34175	1.35733	45423	0	20
2009.03.26	1.35738	1.36393	1.34931	1.35275	48558	0	20
2009.03.27	1.35278	1.35906	1.32563	1.32866	50762	0	20
2009.03.29	1.32211	1.32852	1.32206	1.32671	1405	0	20
2009.03.30	1.32673	1.32850	1.31121	1.31829	45708	0	20
2009.03.31	1.31831	1.33421	1.31731	1.32441	52903	0	20
2009.04.01	1.32446	1.32855	1.31661	1.32381	49184	0	20
2009.04.02	1.32382	1.35167	1.32366	1.34634	47806	0	20
2009.04.03	1.34626	1.34940	1.33646	1.34849	38828	0	20
2009.04.05	1.35142	1.35511	1.35136	1.35293	1345	0	20
2009.04.06	1.35291	1.35806	1.33571	1.34040	43997	0	20
2009.04.07	1.34038	1.34076	1.32261	1.32806	45048	0	20
2009.04.08	1.32807	1.33076	1.31478	1.32491	44690	0	20
2009.04.09	1.32493	1.33349	1.31258	1.31536	46552	0	20
2009.04.10	1.31534	1.31875	1.30894	1.31866	15007	0	20
2009.04.12	1.31898	1.31901	1.31737	1.31766	643	0	20
2009.04.13	1.31776	1.33915	1.31258	1.33651	24640	0	20
2009.04.14	1.33656	1.33798	1.32253	1.32716	41485	0	20
2009.04.15	1.32715	1.32953	1.31461	1.32251	40563	0	20
2009.04.16	1.32252	1.32676	1.31260	1.31787	46274	0	20
2009.04.17	1.31791	1.31966	1.30167	1.30426	42965	0	20
2009.04.19	1.30406	1.30476	1.30181	1.30465	565	0	20
2009.04.20	1.30461	1.30481	1.28889	1.29261	42338	0	20
2009.04.21	1.29263	1.29934	1.28967	1.29322	45634	0	20
2009.04.22	1.29323	1.30364	1.28844	1.30019	54058	0	20
2009.04.23	1.30017	1.31602	1.29792	1.31385	56212	0	20
2009.04.24	1.31391	1.33002	1.31125	1.32413	54625	0	20
2009.04.26	1.32401	1.32416	1.32241	1.32242	953	0	20
2009.04.27	1.32236	1.32312	1.29990	1.30174	60422	0	20
2009.04.28	1.30169	1.31655	1.29649	1.31276	58203	0	20
2009.04.29	1.31281	1.33402	1.31199	1.32626	57474	0	20
2009.04.30	1.32621	1.33848	1.31910	1.32314	43988	0	20
2009.05.01	1.32326	1.33274	1.32270	1.32636	37593	0	20
2009.05.03	1.32818	1.32914	1.32716	1.32786	894	0	20
2009.05.04	1.32793	1.34363	1.32123	1.34160	49326	0	20
2009.05.05	1.34161	1.34354	1.32821	1.33131	59827	0	20
2009.05.06	1.33133	1.33738	1.32457	1.33119	99850	0	20
2009.05.07	1.33125	1.34681	1.32515	1.33930	108637	0	20
2009.05.08	1.33931	1.36497	1.33416	1.36347	97901	0	20
2009.05.10	1.36545	1.36580	1.36162	1.36198	584	0	20
2009.05.11	1.36203	1.36668	1.35573	1.35884	81045	0	20
2009.05.12	1.35883	1.37066	1.35628	1.36439	104947	0	20
2009.05.13	1.36441	1.37214	1.35658	1.35903	101660	0	20
2009.05.14	1.35902	1.36641	1.35255	1.36331	81266	0	20
2009.05.15	1.36334	1.36490	1.34614	1.34947	59301	0	20
2009.05.17	1.34836	1.34836	1.34518	1.34751	885	0	20
2009.05.18	1.34768	1.35626	1.34234	1.35567	58829	0	20
2009.05.19	1.35570	1.36675	1.35304	1.36302	70593	0	20
2009.05.20	1.36303	1.38295	1.35831	1.37716	70427	0	20
2009.05.21	1.37719	1.39228	1.37282	1.39035	70164	0	20
2009.05.22	1.39036	1.40498	1.38997	1.39974	84342	0	20
2009.05.24	1.40281	1.40352	1.40170	1.40224	1283	0	20
2009.05.25	1.40221	1.40336	1.39575	1.40041	42139	0	20
2009.05.26	1.40040	1.40217	1.38598	1.39903	92831	0	20
2009.05.27	1.39902	1.40002	1.38229	1.38306	89956	0	20
2009.05.28	1.38308	1.39826	1.37931	1.39288	92382	0	20
2009.05.29	1.39292	1.41678	1.39246	1.41597	90653	0	20
2009.05.31	1.41322	1.41449	1.41170	1.41176	1119	0	20
2009.06.01	1.41177	1.42453	1.40987	1.41614	86656	0	20
2009.06.02	1.41617	1.43308	1.41012	1.43063	95920	0	20
2009.06.03	1.43063	1.43378	1.41094	1.41532	105751	0	20
2009.06.04	1.41535	1.42400	1.40700	1.41749	101606	0	20
2009.06.05	1.41747	1.42665	1.39327	1.39673	99102	0	20
2009.06.07	1.39434	1.39491	1.39258	1.39377	1258	0	20
2009.06.08	1.39373	1.40017	1.38039	1.39009	81781	0	20
2009.06.09	1.39011	1.41010	1.38519	1.40580	87677	0	20
2009.06.10	1.40576	1.41432	1.39146	1.39811	92597	0	20
2009.06.11	1.39816	1.41710	1.39428	1.41069	97958	0	20
2009.06.12	1.41072	1.41281	1.39351	1.40153	88018	0	20
2009.06.14	1.39876	1.39877	1.39663	1.39832	1008	0	20
2009.06.15	1.39837	1.40008	1.37554	1.37832	90362	0	20
2009.06.16	1.37831	1.39321	1.37477	1.38277	98172	0	20
2009.06.17	1.38276	1.39839	1.38062	1.39346	94897	0	20
2009.06.18	1.39351	1.40005	1.38711	1.39126	77508	0	20
2009.06.19	1.39121	1.40112	1.38822	1.39372	73538	0	20
2009.06.21	1.39487	1.39491	1.39268	1.39398	995	0	20
2009.06.22	1.39401	1.39404	1.38264	1.38623	83770	0	20
2009.06.23	1.38624	1.41074	1.38284	1.40714	98700	0	20
2009.06.24	1.40719	1.41375	1.38888	1.39387	98059	0	20
2009.06.25	1.39388	1.40127	1.38891	1.39851	76804	0	20
2009.06.26	1.39849	1.41173	1.39824	1.40551	79330	0	20
2009.06.28	1.40616	1.40680	1.40570	1.40603	568	0	20
2009.06.29	1.40602	1.41024	1.39825	1.40846	74447	0	20
2009.06.30	1.40843	1.41513	1.40009	1.40370	85986	0	20
2009.07.01	1.40372	1.41965	1.40009	1.41354	78131	0	20
2009.07.02	1.41350	1.41476	1.39273	1.39569	90020	0	20
2009.07.03	1.39573	1.40274	1.39437	1.39797	45967	0	20
2009.07.05	1.39551	1.39686	1.39528	1.39567	863	0	20
2009.07.06	1.39568	1.39977	1.38760	1.39747	71333	0	20
2009.07.07	1.39746	1.40498	1.39032	1.39146	82433	0	20
2009.07.08	1.39150	1.39376	1.38323	1.38803	82610	0	20
2009.07.09	1.38800	1.40715	1.38583	1.40237	81331	0	20
2009.07.10	1.40238	1.40251	1.38778	1.39353	76064	0	20
2009.07.12	1.39461	1.39683	1.39460	1.39660	723	0	20
2009.07.13	1.39658	1.40004	1.38966	1.39853	83654	0	20
2009.07.14	1.39852	1.40141	1.39109	1.39699	62956	0	20
2009.07.15	1.39697	1.41338	1.39626	1.41010	74115	0	20
2009.07.16	1.41009	1.41652	1.40557	1.41397	84446	0	20
2009.07.17	1.41392	1.41467	1.40629	1.41008	76506	0	20
2009.07.19	1.41162	1.41371	1.41090	1.41262	1167	0	20
2009.07.20	1.41266	1.42479	1.41249	1.42240	79193	0	20
2009.07.21	1.42239	1.42767	1.41634	1.42167	79265	0	20
2009.07.22	1.42165	1.42568	1.41556	1.42039	77662	0	20
2009.07.23	1.42042	1.42907	1.41190	1.41597	86679	0	20
2009.07.24	1.41598	1.42527	1.41348	1.42016	70506	0	20
2009.07.26	1.42297	1.42300	1.42037	1.42161	1014	0	20
2009.07.27	1.42169	1.42969	1.41712	1.42415	64352	0	20
2009.07.28	1.42414	1.43036	1.41303	1.41611	74323	0	20
2009.07.29	1.41606	1.41940	1.40072	1.40248	81616	0	20
2009.07.30	1.40248	1.40946	1.40085	1.40713	74518	0	20
2009.07.31	1.40713	1.42780	1.40688	1.42561	73053	0	20
2009.08.02	1.42703	1.42715	1.42422	1.42506	1099	0	20
2009.08.03	1.42507	1.44435	1.42064	1.44188	77694	0	20
2009.08.04	1.44187	1.44308	1.43670	1.43958	75195	0	20
2009.08.05	1.43962	1.44465	1.43559	1.44161	69601	0	20
2009.08.06	1.44160	1.44309	1.43291	1.43600	66786	0	20
2009.08.07	1.43596	1.44118	1.41537	1.41825	55108	0	20
2009.08.09	1.41810	1.41977	1.41782	1.41929	648	0	20
2009.08.10	1.41930	1.42184	1.41041	1.41360	47595	0	20
2009.08.11	1.41360	1.41850	1.41097	1.41541	63666	0	20
2009.08.12	1.41542	1.42463	1.40861	1.42011	80070	0	20
2009.08.13	1.42015	1.43267	1.42012	1.42800	73657	0	20
2009.08.14	1.42801	1.43060	1.41599	1.42022	67852	0	20
2009.08.16	1.41879	1.41942	1.41871	1.41886	662	0	20
2009.08.17	1.41887	1.41891	1.40454	1.40812	75446	0	20
2009.08.18	1.40811	1.41483	1.40693	1.41280	72414	0	20
2009.08.19	1.41281	1.42661	1.40841	1.42236	76198	0	20
2009.08.20	1.42236	1.42738	1.42005	1.42530	63917	0	20
2009.08.21	1.42531	1.43751	1.42081	1.43249	58412	0	20
2009.08.23	1.43437	1.43480	1.43362	1.43374	930	0	20
2009.08.24	1.43373	1.43585	1.42806	1.42876	52472	0	20
2009.08.25	1.42878	1.43616	1.42526	1.43012	57334	0	20
2009.08.26	1.43012	1.43500	1.42065	1.42457	57693	0	20
2009.08.27	1.42461	1.44049	1.42192	1.43491	58224	0	20
2009.08.28	1.43489	1.43880	1.42811	1.43022	52818	0	20
2009.08.30	1.43076	1.43089	1.42819	1.42838	1115	0	20
2009.08.31	1.42839	1.43668	1.42559	1.43360	43007	0	20
2009.09.01	1.43360	1.43760	1.41770	1.42180	52303	0	20
2009.09.02	1.42170	1.42930	1.41890	1.42720	51618	0	20
2009.09.03	1.42710	1.43470	1.42360	1.42570	47218	0	20
2009.09.04	1.42570	1.43260	1.41910	1.42950	42927	0	20
2009.09.06	1.43050	1.43160	1.43020	1.43140	994	0	20
2009.09.07	1.43140	1.43580	1.43120	1.43350	32578	0	20
2009.09.08	1.43350	1.45330	1.43280	1.45000	52903	0	20
2009.09.09	1.44990	1.45990	1.44660	1.45530	30700	0	20
2009.09.10	1.45520	1.46120	1.45020	1.45810	10249	0	20
2009.09.11	1.45800	1.46330	1.45530	1.45700	9795	0	20
2009.09.13	1.45970	1.45975	1.45712	1.45820	1007	0	18
2009.09.14	1.45817	1.46511	1.45154	1.46289	51398	0	8
2009.09.15	1.46286	1.46847	1.45611	1.46626	51517	0	8
2009.09.16	1.46630	1.47361	1.46412	1.47039	53111	0	7
2009.09.17	1.47041	1.47652	1.46879	1.47399	50083	0	8
2009.09.18	1.47397	1.47437	1.46471	1.47106	46603	0	9
2009.09.20	1.46953	1.47021	1.46837	1.47001	794	0	17
2009.09.21	1.46995	1.47125	1.46110	1.46841	44454	0	9
2009.09.22	1.46848	1.48203	1.46784	1.47959	46137	0	8
2009.09.23	1.47955	1.48427	1.46865	1.47111	54175	0	9
2009.09.24	1.47109	1.48016	1.46282	1.46534	56931	0	9
2009.09.25	1.46546	1.47239	1.46142	1.46881	56018	0	9
2009.09.27	1.47011	1.47052	1.46828	1.47029	1992	0	17
2009.09.28	1.47031	1.47193	1.45640	1.46279	54940	0	9
2009.09.29	1.46277	1.46452	1.45274	1.45847	57126	0	8
2009.09.30	1.45842	1.46730	1.45752	1.46397	57086	0	8
2009.10.01	1.46398	1.46676	1.45170	1.45410	55101	0	9
2009.10.02	1.45411	1.46457	1.44835	1.45740	49703	0	9
2009.10.04	1.45883	1.46063	1.45791	1.46062	1133	0	17
2009.10.05	1.46063	1.46676	1.45875	1.46468	47537	0	9
2009.10.06	1.46469	1.47609	1.46468	1.47179	52099	0	16
2009.10.07	1.47180	1.47355	1.46489	1.46857	49922	0	9
2009.10.08	1.46856	1.48150	1.46856	1.47827	52705	0	9
2009.10.09	1.47826	1.47826	1.46723	1.47300	51376	0	9
2009.10.11	1.47167	1.47403	1.47167	1.47384	1303	0	18
2009.10.12	1.47380	1.48115	1.46752	1.47809	41211	0	11
2009.10.13	1.47807	1.48737	1.47608	1.48454	53129	0	10
2009.10.14	1.48455	1.49443	1.48375	1.49268	55349	0	11
2009.10.15	1.49267	1.49656	1.48415	1.49391	54744	0	10
2009.10.16	1.49390	1.49651	1.48473	1.49035	54092	0	10
2009.10.18	1.48932	1.49141	1.48871	1.49136	1123	0	17
2009.10.19	1.49134	1.49790	1.48267	1.49612	52512	0	10
2009.10.20	1.49613	1.49931	1.48823	1.49358	53180	0	8
2009.10.21	1.49356	1.50453	1.48879	1.50072	56584	0	9
2009.10.22	1.50155	1.50375	1.49435	1.50244	54182	0	10
2009.10.23	1.50245	1.50595	1.49855	1.50072	53757	0	10
2009.10.25	1.50090	1.50106	1.49864	1.49917	1240	0	16
2009.10.26	1.49925	1.50617	1.48448	1.48570	49645	0	8
2009.10.27	1.48572	1.49262	1.47701	1.48187	59236	0	11
2009.10.28	1.48196	1.48403	1.46931	1.47155	60507	0	10
2009.10.29	1.47156	1.48585	1.46829	1.48381	54522	0	10
2009.10.30	1.48378	1.48575	1.47030	1.47185	54815	0	20
2009.11.01	1.47346	1.47433	1.47032	1.47033	2737	0	16
2009.11.02	1.47032	1.48443	1.47032	1.47721	57001	0	8
2009.11.03	1.47722	1.48102	1.46262	1.47307	59325	0	10
2009.11.04	1.47306	1.49079	1.47016	1.48651	55115	0	10
2009.11.05	1.48648	1.49160	1.48109	1.48761	54196	0	8
2009.11.06	1.48762	1.49135	1.48134	1.48462	45141	0	10
2009.11.08	1.48716	1.48794	1.48617	1.48639	1096	0	17
2009.11.09	1.48638	1.50195	1.48526	1.49962	47787	0	8
2009.11.10	1.50066	1.50194	1.49383	1.49913	51874	0	8
2009.11.11	1.49914	1.50475	1.49527	1.49853	54603	0	11
2009.11.12	1.49854	1.50156	1.48210	1.48558	59567	0	10
2009.11.13	1.48560	1.49372	1.48243	1.49019	49081	0	9
2009.11.15	1.49194	1.49573	1.49188	1.49570	1782	0	15
2009.11.16	1.49572	1.50147	1.48847	1.49821	54279	0	9
2009.11.17	1.49825	1.49985	1.48076	1.48742	62478	0	9
2009.11.18	1.48744	1.49899	1.48687	1.49536	56194	0	9
2009.11.19	1.49537	1.49559	1.48431	1.49129	61027	0	8
2009.11.20	1.49130	1.49342	1.48011	1.48614	55465	0	8
2009.11.22	1.48501	1.48716	1.48482	1.48683	1324	0	16
2009.11.23	1.48685	1.49985	1.48683	1.49580	51476	0	9
2009.11.24	1.49579	1.49882	1.48881	1.49654	56325	0	10
2009.11.25	1.49659	1.51437	1.49609	1.51247	48700	0	8
2009.11.26	1.51246	1.51380	1.49380	1.49667	49225	0	9
2009.11.27	1.49669	1.50010	1.48281	1.49869	55819	0	12
2009.11.29	1.50084	1.50121	1.49633	1.49976	2318	0	15
2009.11.30	1.49978	1.50830	1.49728	1.50346	57817	0	11
2009.12.01	1.50345	1.51164	1.49712	1.50888	49356	0	10
2009.12.02	1.50887	1.51089	1.50320	1.50648	45838	0	8
2009.12.03	1.50647	1.51399	1.50371	1.50620	47593	0	8
2009.12.04	1.50621	1.50890	1.48198	1.48560	48410	0	9
2009.12.06	1.48678	1.48704	1.48536	1.48698	1227	0	16
2009.12.07	1.48696	1.49028	1.47545	1.48378	65346	0	9
2009.12.08	1.48371	1.48662	1.46681	1.46913	73220	0	10
2009.12.09	1.46914	1.47811	1.46744	1.47365	61872	0	9
2009.12.10	1.47366	1.47598	1.46845	1.47290	49926	0	13
2009.12.11	1.47292	1.47754	1.45859	1.46138	45719	0	10
2009.12.13	1.46146	1.46256	1.46045	1.46237	1379	0	16
2009.12.14	1.46239	1.46850	1.46074	1.46572	45474	0	9
2009.12.15	1.46563	1.46582	1.45037	1.45408	41370	0	8
2009.12.16	1.45404	1.45892	1.45053	1.45242	43294	0	8
2009.12.17	1.45241	1.45305	1.43041	1.43440	50098	0	10
2009.12.18	1.43437	1.44108	1.42611	1.43352	43249	0	10
2009.12.20	1.43118	1.43382	1.43118	1.43307	836	0	12
2009.12.21	1.43306	1.43724	1.42651	1.42850	38653	0	11
2009.12.22	1.42849	1.43311	1.42175	1.42542	39145	0	10
2009.12.23	1.42540	1.43659	1.42336	1.43350	32321	0	9
2009.12.24	1.43347	1.44173	1.43304	1.43538	20237	0	9
2009.12.27	1.43712	1.43755	1.43584	1.43736	818	0	23
2009.12.28	1.43735	1.44127	1.43534	1.43723	25478	0	15
2009.12.29	1.43724	1.44573	1.43310	1.43402	35171	0	15
2009.12.30	1.43403	1.43600	1.42725	1.43397	34957	0	15
2009.12.31	1.43395	1.44398	1.43059	1.43306	29001	0	17
2010.01.03	1.43259	1.43336	1.43151	1.43153	969	0	12
2010.01.04	1.43151	1.44543	1.42569	1.44240	45427	0	10
2010.01.05	1.44241	1.44830	1.43467	1.43641	46763	0	10
2010.01.06	1.43645	1.44338	1.42831	1.44018	45252	0	9
2010.01.07	1.44017	1.44456	1.42994	1.43166	44461	0	10
2010.01.08	1.43172	1.44263	1.42634	1.44085	33477	0	9
2010.01.10	1.44125	1.44776	1.44121	1.44638	1987	0	15
2010.01.11	1.44637	1.45545	1.44620	1.45072	44568	0	9
2010.01.12	1.45074	1.45448	1.44537	1.44755	46381	0	9
2010.01.13	1.44754	1.45785	1.44561	1.45223	46157	0	9
2010.01.14	1.45222	1.45547	1.44478	1.44992	44367	0	8
2010.01.15	1.44991	1.45025	1.43365	1.43857	46264	0	8
2010.01.17	1.43480	1.43704	1.43469	1.43686	1052	0	15
2010.01.18	1.43687	1.44078	1.43348	1.44034	33342	0	9
2010.01.19	1.44032	1.44131	1.42527	1.42814	49458	0	9
2010.01.20	1.42815	1.42884	1.40818	1.41129	55819	0	9
2010.01.21	1.41128	1.41415	1.40285	1.40981	58687	0	9
2010.01.22	1.40979	1.41807	1.40861	1.41363	51965	0	8
2010.01.24	1.41523	1.41724	1.41488	1.41536	1313	0	15
2010.01.25	1.41540	1.41938	1.41278	1.41469	41813	0	9
2010.01.26	1.41468	1.41784	1.40422	1.40816	52414	0	9
2010.01.27	1.40813	1.40963	1.39935	1.40279	54546	0	9
2010.01.28	1.40281	1.40518	1.39464	1.39626	52931	0	9
2010.01.29	1.39627	1.39870	1.38610	1.38611	49536	0	9
2010.01.31	1.38627	1.38816	1.38622	1.38746	1179	0	17
2010.02.01	1.38745	1.39376	1.38521	1.39217	46456	0	9
2010.02.02	1.39204	1.39757	1.38858	1.39749	43783	0	9
2010.02.03	1.39748	1.40255	1.38827	1.38970	43061	0	9
2010.02.04	1.38969	1.39023	1.37149	1.37416	46723	0	9
2010.02.05	1.37418	1.37448	1.35854	1.36776	56333	0	9
2010.02.07	1.36561	1.36664	1.36307	1.36419	1638	0	16
2010.02.08	1.36417	1.37128	1.36210	1.36551	47593	0	9
2010.02.09	1.36550	1.38380	1.36488	1.37807	53925	0	9
2010.02.10	1.37803	1.38119	1.36767	1.37477	50155	0	8
2010.02.11	1.37481	1.38000	1.35955	1.36867	48330	0	9
2010.02.12	1.36871	1.36880	1.35311	1.36309	47977	0	9
2010.02.14	1.36158	1.36235	1.36091	1.36227	763	0	13
2010.02.15	1.36226	1.36322	1.35785	1.35972	27922	0	8
2010.02.16	1.35973	1.37785	1.35879	1.37640	46980	0	9
2010.02.17	1.37638	1.37881	1.35859	1.36072	47822	0	9
2010.02.18	1.36070	1.36537	1.34433	1.34666	53693	0	8
2010.02.19	1.34665	1.36174	1.34533	1.36116	48019	0	9
2010.02.21	1.36133	1.36306	1.36013	1.36289	1162	0	12
2010.02.22	1.36292	1.36531	1.35745	1.36057	38509	0	8
2010.02.23	1.36059	1.36913	1.34961	1.35234	48821	0	8
2010.02.24	1.35237	1.36250	1.35020	1.35417	45370	0	8
2010.02.25	1.35423	1.35702	1.34504	1.35354	49826	0	8
2010.02.26	1.35352	1.36826	1.35338	1.36310	47710	0	8
2010.02.28	1.36222	1.36396	1.36165	1.36381	1441	0	15
2010.03.01	1.36378	1.36541	1.34601	1.35613	47356	0	8
2010.03.02	1.35612	1.36222	1.34349	1.36207	49206	0	8
2010.03.03	1.36205	1.37351	1.35921	1.36997	49579	0	8
2010.03.04	1.36991	1.37117	1.35511	1.35818	45406	0	8
2010.03.05	1.35819	1.36297	1.35300	1.36198	35242	0	8
2010.03.07	1.36307	1.36380	1.36307	1.36370	234	0	10
2010.03.08	1.36373	1.37038	1.36056	1.36183	32000	0	8
2010.03.09	1.36185	1.36347	1.35370	1.36054	34373	0	8
2010.03.10	1.36059	1.36793	1.35440	1.36432	31301	0	9
2010.03.11	1.36433	1.36864	1.36206	1.36841	30647	0	9
2010.03.12	1.36842	1.37954	1.36693	1.37678	33788	0	9
2010.03.14	1.37612	1.37746	1.37611	1.37727	619	0	20
2010.03.15	1.37728	1.37737	1.36423	1.36732	34341	0	9
2010.03.16	1.36729	1.37825	1.36566	1.37672	37965	0	9
2010.03.17	1.37673	1.38171	1.37261	1.37363	37364	0	10
2010.03.18	1.37360	1.37388	1.35862	1.36114	39679	0	9
2010.03.19	1.36111	1.36263	1.35029	1.35301	34736	0	10
2010.03.21	1.35174	1.35328	1.35111	1.35121	576	0	15
2010.03.22	1.35118	1.35687	1.34629	1.35669	34904	0	8
2010.03.23	1.35662	1.35669	1.34581	1.34680	41811	0	9
2010.03.24	1.34681	1.34849	1.33050	1.33295	45276	0	9
2010.03.25	1.33296	1.33861	1.32671	1.33049	41651	0	9
2010.03.26	1.33051	1.34231	1.33008	1.34075	41542	0	9
2010.03.28	1.34719	1.34768	1.34429	1.34458	1545	0	16
2010.03.29	1.34456	1.35056	1.34172	1.34763	36215	0	9
2010.03.30	1.34764	1.35367	1.33951	1.34236	36244	0	9
2010.03.31	1.34237	1.35477	1.33841	1.35076	43313	0	9
2010.04.01	1.35074	1.35904	1.34600	1.35821	38616	0	8
2010.04.02	1.35820	1.35902	1.34748	1.35030	20180	0	9
2010.04.04	1.34900	1.35014	1.34889	1.34948	753	0	17
2010.04.05	1.34946	1.35378	1.34599	1.34873	21570	0	10
2010.04.06	1.34872	1.34959	1.33551	1.33995	37675	0	9
2010.04.07	1.33994	1.34078	1.33260	1.33449	36063	0	9
2010.04.08	1.33450	1.33657	1.32821	1.33598	37870	0	9
2010.04.09	1.33596	1.34985	1.33414	1.34984	36776	0	9
2010.04.11	1.36107	1.36313	1.36107	1.36308	1546	0	18
2010.04.12	1.36310	1.36913	1.35656	1.35933	41187	0	9
2010.04.13	1.35927	1.36267	1.35463	1.36140	39936	0	10
2010.04.14	1.36138	1.36780	1.35959	1.36561	42977	0	9
