<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.01.03	50348	50981	50269	50981	690758	7949186839	0
2014.01.06	50980	51002	50451	50974	680313	4928803287	0
2014.01.07	50982	51478	50429	50430	635660	5094857079	0
2014.01.08	50431	50793	50424	50577	543905	5957659226	0
2014.01.09	50576	50576	49259	49322	685835	6029476140	0
2014.01.10	49322	50145	49267	49696	657738	5456789466	0
2014.01.13	49708	50003	49309	49427	521442	4268852767	0
2014.01.14	49421	49834	49263	49703	540366	4592588148	0
2014.01.15	49715	50230	49715	50105	454989	4392338413	0
2014.01.16	50106	50577	49628	49696	513302	4724616983	0
2014.01.17	49696	49868	49174	49182	441402	4206182077	0
2014.01.20	49181	49292	48673	48708	251451	2322556380	0
2014.01.21	48728	49124	48440	48542	528227	4979208134	0
2014.01.22	48543	49487	48543	49300	540373	5466826821	0
2014.01.23	49294	49598	48321	48321	660172	5864194484	0
2014.01.24	48325	48327	47494	47787	650682	5619106326	0
2014.01.27	47782	48147	47493	47701	627736	4539007799	0
2014.01.28	47750	48488	47750	47841	523672	4251482091	0
2014.01.29	47839	47884	47154	47556	652268	5284176212	0
2014.01.30	47554	48034	47115	47244	612327	4835392034	0
2014.01.31	47234	47652	46814	47639	675581	5711526207	0
2014.02.03	47623	47623	46109	46148	713964	5685529413	0
2014.02.04	46148	47132	46146	46964	683412	5633483412	0
2014.02.05	46964	47148	46224	46624	651653	5336435986	0
2014.02.06	46632	48034	46632	47738	758410	5713644900	0
2014.02.07	47739	48253	47557	48074	680028	4997144198	0
2014.02.10	48070	48136	47465	47711	579452	3826161281	0
2014.02.11	47715	48604	47589	48463	736064	5243620182	0
2014.02.12	48467	48669	48044	48219	659609	4356177495	0
2014.02.13	48211	48211	47129	47813	710347	4710660002	0
2014.02.14	47816	48314	47756	48201	554141	4728183759	0
2014.02.17	48200	48298	47540	47576	352543	2367976241	0
2014.02.18	47575	47712	46600	46600	704810	5434762609	0
2014.02.19	46597	47155	46134	47151	799549	5701691085	0
2014.02.20	47127	47600	46634	47289	695279	4625866280	0
2014.02.21	47290	47816	47075	47380	534735	4168241411	0
2014.02.24	47376	47539	46991	47394	608675	4330145762	0
2014.02.25	47388	47388	46614	46716	591410	4387437010	0
2014.02.26	46718	47010	46403	46601	673295	4827146579	0
2014.02.27	46622	47781	46622	47607	686607	4469608600	0
2014.02.28	47613	47813	47043	47094	801161	6690773774	0
2014.03.05	47092	47154	46473	46589	500142	3401252213	0
2014.03.06	46592	47400	46502	47093	647473	4779860741	0
2014.03.07	47093	47218	46086	46244	802465	5865040898	0
2014.03.10	46242	46242	45203	45533	759156	5489578474	0
2014.03.11	45533	46050	45401	45698	712482	4617809679	0
2014.03.12	45687	45916	45508	45862	661454	4711661176	0
2014.03.13	45864	46176	45250	45440	636927	4666000221	0
2014.03.14	45444	45562	44905	44966	695834	4989399515	0
2014.03.17	44979	45499	44969	45118	559246	4111965102	0
2014.03.18	45115	46217	45075	46151	778469	5136115575	0
2014.03.19	46153	46803	45910	46567	783652	4842835460	0
2014.03.20	46565	47484	46151	47278	843008	6136893621	0
2014.03.21	47272	47832	46721	47381	708377	6538185734	0
2014.03.24	47382	48142	47382	47993	678574	4738805907	0
2014.03.25	47993	48441	47950	48180	646792	4704041865	0
2014.03.26	48182	48725	47963	47966	690721	5087415964	0
2014.03.27	47965	49647	47962	49647	1216522	8897240161	0
2014.03.28	49653	50181	49606	49768	799434	5878561406	0
2014.03.31	49770	50418	49770	50415	724402	5648369738	0
2014.04.01	50412	50627	49774	50270	716396	5297696852	0
2014.04.02	50273	51794	50242	51701	919189	7686951686	0
2014.04.03	51712	51991	51059	51408	728390	5696375765	0
2014.04.04	51428	52288	51034	51082	799551	6111806251	0
2014.04.07	51115	52229	51115	52155	780740	6207596954	0
2014.04.08	52173	53394	51377	51629	972085	8679967988	0
2014.04.09	51629	51629	50653	51185	777553	6047957767	0
2014.04.10	51185	51522	50732	51127	684140	5267414899	0
2014.04.11	51127	51871	50518	51867	649256	5389236386	0
2014.04.14	51867	52110	51361	51597	619933	4092782031	0
2014.04.15	51593	51593	49890	50454	841828	5745326548	0
2014.04.16	50469	51288	50469	51201	733585	4981057170	0
2014.04.17	51201	52338	50887	52115	651104	4750920811	0
2014.04.22	52112	52460	51682	51977	706863	5305128437	0
2014.04.23	51975	51975	51400	51570	604994	4595012318	0
2014.04.24	51570	51963	51238	51817	625450	4813639076	0
2014.04.25	51817	51817	51019	51399	604855	4512032610	0
2014.04.28	51397	51471	50777	51384	566464	4207739682	0
2014.04.29	51386	52416	51386	51839	694509	5857594918	0
2014.04.30	51838	51838	51251	51627	748456	6275006780	0
2014.05.02	51630	53060	51628	52980	914535	8800175759	0
2014.05.05	52989	53506	52931	53446	639078	5512286539	0
2014.05.06	53446	53986	53094	53780	810429	7190275700	0
2014.05.07	53786	54226	53499	54053	742314	6928797297	0
2014.05.08	54053	54249	53222	53422	576868	5362144445	0
2014.05.09	53422	53639	53057	53100	529704	4215319819	0
2014.05.12	53103	54053	53103	54053	531079	4003112501	0
2014.05.13	54056	54243	53731	53907	549150	4423088054	0
2014.05.14	53913	54459	53867	54413	513119	4579075942	0
2014.05.15	54404	54404	53565	53856	513488	4115110439	0
2014.05.16	53856	54382	53709	53976	538637	4811226654	0
2014.05.19	53976	53991	53267	53353	534071	4668244260	0
2014.05.20	53353	53843	52313	52366	743492	6312393855	0
2014.05.21	52366	52875	52203	52203	788260	5331211592	0
2014.05.22	52206	52851	52133	52806	489885	4666942391	0
2014.05.23	52807	52936	52403	52626	420752	4005894928	0
2014.05.26	52650	53044	52650	52933	231048	1670842162	0
2014.05.27	52932	53309	52079	52172	577545	4459856084	0
2014.05.28	52174	52858	52009	52640	557379	4607719959	0
2014.05.29	52649	52889	52031	52239	448540	3614356213	0
2014.05.30	52233	52233	51240	51240	686739	6971017983	0
2014.06.02	51239	51879	51239	51606	541776	3954216001	0
2014.06.03	51606	52032	51377	52032	532814	3942888724	0
2014.06.04	52032	52032	51609	51833	416369	3677673147	0
2014.06.05	51833	52245	51470	51559	513973	4181246992	0
2014.06.06	51562	53175	51562	53129	742523	7006443598	0
2014.06.09	53129	54462	53091	54273	697074	6025046192	0
2014.06.10	54273	54604	53960	54604	651539	5702321106	0
2014.06.11	54676	55284	54676	55102	660739	6139698366	0
2014.06.13	55102	55104	54649	54807	578887	4695678706	0
2014.06.16	54807	54855	54475	54630	558092	4300229487	0
2014.06.17	54630	54638	54150	54300	324510	2649104650	0
2014.06.18	54301	55203	54046	55203	753360	5843842030	0
2014.06.20	55192	55192	54540	54638	462657	3827340904	0
2014.06.23	54637	54724	54097	54210	302516	2669200202	0
2014.06.24	54194	55002	54094	54281	575357	5180241926	0
2014.06.25	54281	54393	53363	53428	558613	5218635172	0
2014.06.26	53427	53790	53331	53507	429796	3922838547	0
2014.06.27	53507	53614	52919	53157	348324	3308584012	0
2014.06.30	53158	53311	52709	53168	525425	3823384561	0
2014.07.01	53170	53698	52887	53171	475304	3456964846	0
2014.07.02	53171	53245	52735	53029	569271	4641778807	0
2014.07.03	53029	53877	52760	53875	463453	4269518194	0
2014.07.04	53893	54087	53704	54056	101052	901283938	0
2014.07.07	54042	54042	53376	53802	370481	3150848693	0
2014.07.08	53814	53905	53459	53635	303448	2447289498	0
2014.07.10	53643	54600	53643	54593	705980	6505031477	0
2014.07.11	54593	54952	54320	54786	477366	3942636062	0
2014.07.14	54786	55896	54786	55744	778752	7488308716	0
2014.07.15	55742	56107	55629	55974	563664	4869556757	0
2014.07.16	55973	56332	55573	55717	639710	5559166345	0
2014.07.17	55712	56190	55237	55638	698225	6064326650	0
2014.07.18	55639	57484	55639	57013	918240	8716759364	0
2014.07.21	57014	57756	56864	57634	590045	5454890902	0
2014.07.22	57636	58138	57500	57983	540574	5432051461	0
2014.07.23	57983	57983	57142	57420	495997	5035345412	0
2014.07.24	57420	58122	57357	57978	513490	5406360856	0
2014.07.25	57978	58069	57648	57821	414235	3893332755	0
2014.07.28	57823	58040	57415	57696	458390	4129350879	0
2014.07.29	57697	58013	57083	57119	453863	4415171881	0
2014.07.30	57119	57439	56706	56878	447254	4261815104	0
2014.07.31	56878	56878	55502	55829	688810	6018035039	0
2014.08.01	55827	56059	55267	55903	637350	5029345497	0
2014.08.04	55906	56620	55586	56616	487507	3958040369	0
2014.08.05	56621	56937	56064	56202	679850	5566242937	0
2014.08.06	56202	56797	55696	56487	608954	5919385354	0
2014.08.07	56487	56923	55985	56188	498561	4908205195	0
2014.08.08	56187	56187	55319	55573	504939	4990270632	0
2014.08.11	55578	56657	55578	56613	568187	4481700149	0
2014.08.12	56613	56811	56312	56442	508080	3688797464	0
2014.08.13	56454	56736	55239	55581	1083760	8521004448	0
2014.08.14	55558	55947	55437	55780	556948	5462166615	0
2014.08.15	55783	56965	55783	56964	608236	5618610223	0
2014.08.18	56968	57665	56968	57561	567023	5348529098	0
2014.08.19	57561	58475	57371	58449	647590	5532663508	0
2014.08.20	58450	59010	58320	58878	616640	5953816240	0
2014.08.21	58878	59207	58558	58992	541140	5132131596	0
2014.08.22	58992	58992	58164	58407	472573	4029589724	0
2014.08.25	58408	59743	58408	59735	568848	5033752211	0
2014.08.26	59735	60093	59522	59821	643597	6078669771	0
2014.08.27	59822	61247	59822	60951	821323	8723187203	0
2014.08.28	60945	60980	60189	60291	746447	7795446072	0
2014.08.29	60291	61443	60273	61288	700527	8882565187	0
2014.09.01	61294	62279	61141	61141	573956	5173011807	0
2014.09.02	61142	62231	60930	61896	768970	7569352373	0
2014.09.03	61900	62305	61199	61837	853224	7954604042	0
2014.09.04	61836	61836	60739	60800	736268	7349809209	0
2014.09.05	60800	61030	60244	60682	644656	7793188294	0
2014.09.08	60708	61513	59191	59193	873816	7957193977	0
2014.09.09	59158	59485	58306	58676	749580	7590802088	0
2014.09.10	58675	58675	57450	58199	713379	6520046192	0
2014.09.11	58202	58809	58112	58337	585616	4996685457	0
2014.09.12	58336	58336	56666	56928	873964	8694112554	0
2014.09.15	56930	57949	56852	57949	644915	5350532130	0
2014.09.16	57949	60243	57946	59116	992097	8563376042	0
2014.09.17	59115	60025	59096	59108	707457	6166664176	0
2014.09.18	59108	59267	58118	58374	885703	6753258245	0
2014.09.19	58356	58516	57514	57789	678799	6256860432	0
2014.09.22	57788	57788	55974	56818	834715	6539565428	0
2014.09.23	56818	57332	56086	56541	627172	5801430061	0
2014.09.24	56539	57131	55934	56824	608367	5033178906	0
2014.09.25	56822	56822	55876	55962	585027	5081858771	0
2014.09.26	55965	57489	55946	57212	680506	5207548390	0
2014.09.29	57211	57211	54124	54625	977206	8414084640	0
2014.09.30	54626	54626	53536	54116	997670	8648977358	0
2014.10.01	54115	54115	52647	52858	1139688	8093115577	0
2014.10.02	52859	54022	52480	53519	817871	6503289596	0
2014.10.03	53519	54540	53368	54540	737345	5568938116	0
2014.10.06	54542	58897	54542	57116	1455381	12712631582	0
2014.10.07	57124	58318	57124	57436	932970	9434465130	0
2014.10.08	57440	58191	56199	57058	893093	8503867284	0
2014.10.09	57079	58246	57077	57268	845772	7549693845	0
2014.10.10	57266	57266	55312	55312	699141	6138754652	0
2014.10.13	55313	58747	55313	57957	977316	8610265349	0
2014.10.14	57946	58856	57258	58015	765127	7669639460	0
2014.10.15	58012	58012	54919	56135	1125082	10359142328	0
2014.10.16	56124	56124	54132	54298	1033651	9227007591	0
2014.10.17	54298	55949	54298	55724	874481	7553986270	0
2014.10.20	55720	55720	54300	54303	728968	6068438507	0
2014.10.21	54300	54300	51922	52432	1313669	10344262537	0
2014.10.22	52427	53229	52064	52411	670724	5781622532	0
2014.10.23	52409	52409	50654	50713	1322078	9935267460	0
2014.10.24	50687	53146	50596	51941	1011135	8983403913	0
2014.10.27	51937	51937	48722	50504	2244903	16246518230	0
2014.10.28	50504	52374	50503	52330	974214	8191508117	0
2014.10.29	52330	52330	51049	51049	878193	7231188130	0
2014.10.30	51049	52574	51049	52337	825921	6967112810	0
2014.10.31	52338	54629	52335	54629	805753	7070642097	0
2014.11.03	54629	54629	53054	53947	660902	5137811313	0
2014.11.04	53947	54384	53432	54384	741235	5476405778	0
2014.11.05	54384	54384	53589	53698	591371	4749571369	0
2014.11.06	53697	53697	52418	52637	790785	5429404212	0
2014.11.07	52637	53483	52197	53223	640270	5429713002	0
2014.11.10	53223	53830	52716	52725	500780	3947467694	0
2014.11.11	52718	52718	52003	52474	529619	3855837706	0
2014.11.12	52473	53435	52187	52979	570107	4742336097	0
2014.11.13	52979	53323	51846	51846	554605	4080261373	0
2014.11.14	51834	51900	50886	51772	705277	5382247921	0
2014.11.17	51772	52223	51047	51257	560708	4095502262	0
2014.11.18	51257	52122	51067	52062	831705	5418182697	0
2014.11.19	52062	53403	52032	53403	861295	6639033783	0
2014.11.21	53403	56214	53403	56084	1290918	10565009312	0
2014.11.24	56086	57359	55292	55407	957071	7145381138	0
2014.11.25	55410	56387	55204	55561	768034	7314365254	0
2014.11.26	55561	56100	54977	55098	573035	4844056118	0
2014.11.27	55100	56065	54593	54721	422444	3798790249	0
2014.11.28	54731	55436	54664	54664	490299	4301336642	0
2014.12.01	54719	54719	52156	52277	918656	6362278659	0
2014.12.02	52278	52640	51471	51612	697477	5049468168	0
2014.12.03	51611	52471	51611	52320	503108	4053095216	0
2014.12.04	52320	52539	51074	51427	571763	4386458676	0
2014.12.05	51427	52024	51164	51993	532775	3741972304	0
2014.12.08	51993	51993	50016	50274	577553	4232927826	0
2014.12.09	50251	50260	49396	50193	704565	5389075508	0
2014.12.10	50192	50192	49297	49548	604258	4181636115	0
2014.12.11	49549	49946	48809	49862	621417	5057742553	0
2014.12.12	49861	49861	47973	48002	766952	5195864018	0
2014.12.15	48002	48401	46410	47019	921755	6160612971	0
2014.12.16	47016	47595	45853	47008	987422	7171546388	0
2014.12.17	47008	49258	47008	48714	1250439	8376536520	0
2014.12.18	48714	49565	48296	48496	726778	5033665504	0
2014.12.19	48492	49658	48435	49651	613683	4814130301	0
2014.12.22	49651	50121	49105	50121	579912	3674522912	0
2014.12.23	50121	50890	49815	50890	508627	3617041508	0
2014.12.26	50891	50973	49914	50145	292183	2111155778	0
2014.12.29	50145	50903	50008	50594	385707	2732982493	0
2014.12.30	50601	50841	49993	50007	414668	4482269738	0
2015.01.02	50005	50005	48345	48512	631659	4488582097	0
2015.01.05	48512	48512	47264	47517	838431	5445966895	0
2015.01.06	47517	48061	47338	48001	800328	6550189655	0
2015.01.07	48006	49882	48006	49463	903061	6374792068	0
2015.01.08	49463	50261	49017	49943	637163	5008797177	0
2015.01.09	49955	49955	48501	48842	562935	4344860093	0
2015.01.12	48840	48840	47956	48140	662503	4656065632	0
2015.01.13	48144	48939	48042	48042	723690	5655076110	0
2015.01.14	48038	48281	47372	47646	759177	5455413792	0
2015.01.15	47648	48853	47648	48026	761619	5970368937	0
2015.01.16	48028	49264	48028	49017	749353	5268616193	0
2015.01.19	49009	49009	47503	47758	481554	3099044172	0
2015.01.20	47759	48687	47619	47877	588264	4448416780	0
2015.01.21	47888	49329	47888	49224	736772	5357012864	0
2015.01.22	49227	50281	49227	49443	761034	6878306463	0
2015.01.23	49432	49523	48496	48775	601995	4489081638	0
2015.01.26	48712	48712	48004	48577	584191	3964885015	0
2015.01.27	48577	48864	47352	48591	737394	4867853036	0
2015.01.28	48589	48589	47550	47695	665229	5083812676	0
2015.01.29	47696	47894	47007	47762	773020	5847228644	0
2015.01.30	47759	47759	46484	46908	892366	6686721766	0
2015.02.02	46933	47684	46760	47651	652073	4517036673	0
2015.02.03	47664	48993	47664	48964	791022	6200910972	0
2015.02.04	48965	49718	48214	49301	863027	6868011945	0
2015.02.05	49299	49816	49020	49234	729257	5905909186	0
2015.02.06	49231	49231	48209	48792	904816	6328327719	0
2015.02.09	48792	49522	48416	49383	715150	5110847108	0
2015.02.10	49359	49799	48510	48510	684469	5263883052	0
2015.02.11	48508	48762	47841	48240	757149	5741305291	0
2015.02.12	48240	49690	48240	49533	689145	5335438901	0
2015.02.13	49546	50726	49476	50636	658127	5489924858	0
2015.02.18	50639	51868	50639	51280	628148	4836476882	0
2015.02.19	51281	51638	50870	51294	442547	3799947372	0
2015.02.20	51301	51450	50711	51238	414659	3101772930	0
2015.02.23	51238	51690	50861	51281	593760	4376312381	0
2015.02.24	51288	51956	51049	51874	616631	4562310889	0
2015.02.25	51863	51863	51051	51811	656171	4972920911	0
2015.02.26	51812	51922	51181	51761	592404	4860825772	0
2015.02.27	51760	52457	51474	51583	830094	6687665299	0
2015.03.02	51580	51580	50775	51021	556396	4281511889	0
2015.03.03	51021	51432	50995	51304	613913	4410079756	0
2015.03.04	51303	51303	50399	50468	730692	5461193523	0
2015.03.05	50472	50734	50114	50365	620363	4240537055	0
2015.03.06	50355	50401	49779	49981	622022	4431588195	0
2015.03.09	49978	49978	48952	49181	745365	5240539227	0
2015.03.10	49177	49177	48293	48293	847557	6883463960	0
2015.03.11	48309	48937	48309	48906	707567	5808527510	0
2015.03.12	48908	49633	48684	48880	733866	5684851634	0
2015.03.13	48858	48858	47905	48596	911453	6274055007	0
2015.03.16	48602	49205	48394	48848	687488	4671436519	0
2015.03.17	48849	50384	48841	50285	773460	6035508317	0
2015.03.18	50284	51773	49788	51525	846906	6816673924	0
2015.03.19	51530	51547	50791	50954	606246	4644307352	0
2015.03.20	50964	52286	50964	51967	903852	7185878514	0
2015.03.23	51970	52178	51516	51908	556655	4543956476	0
2015.03.24	51908	52223	51006	51506	625515	4413496665	0
2015.03.25	51507	52319	51507	51858	702701	6235777919	0
2015.03.26	51835	51835	50528	50580	691182	5473694954	0
2015.03.27	50575	50575	49909	50095	710703	5420268763	0
2015.03.30	50100	51265	50100	51243	546754	4363961780	0
2015.03.31	51243	51466	50612	51150	688980	5485014828	0
2015.04.01	51186	52613	51186	52322	913517	6553753705	0
2015.04.02	52322	53312	52322	53123	810294	6457903620	0
2015.04.06	53124	54146	53122	53737	655070	4967769209	0
2015.04.07	53738	54002	53436	53729	640221	5174699385	0
2015.04.08	53732	54458	53508	53661	797025	6623474217	0
2015.04.09	53638	54002	53292	53803	768237	6292977643	0
2015.04.10	53803	54413	53556	54214	652337	5474273962	0
2015.04.13	54214	54866	54004	54240	654888	5448520390	0
2015.04.14	54240	54625	53773	53982	684928	5756582352	0
2015.04.15	54037	54960	54037	54919	774553	6089071876	0
2015.04.16	54919	54919	54316	54674	687386	6074551455	0
2015.04.17	54672	54672	53896	53955	615574	5429917022	0
2015.04.20	53965	54385	53510	53761	492457	4208005091	0
2015.04.22	53762	54848	53762	54617	736413	5813502554	0
2015.04.23	54616	55782	54064	55685	833795	8072293803	0
2015.04.24	55687	56965	55687	56594	880057	8435578621	0
2015.04.27	56554	56962	55515	55535	753286	6434891363	0
2015.04.28	55549	56018	54973	55812	775076	6832949219	0
2015.04.29	55809	55809	55067	55325	704339	6263067490	0
2015.04.30	55312	56229	55080	56229	799434	7732238264	0
2015.05.04	56230	57520	56230	57354	736845	6375110277	0
2015.05.05	57350	58147	57096	58052	746634	6851592941	0
2015.05.06	58050	58575	56820	57103	840815	7748659151	0
2015.05.07	57103	57290	56507	56921	609733	5266225667	0
2015.05.08	56965	57621	56595	57149	634654	6081618446	0
2015.05.11	57166	57490	57013	57197	612152	5521577549	0
2015.05.12	57193	57424	56753	56792	711651	5398956010	0
2015.05.13	56790	56900	56199	56372	737430	5289191059	0
2015.05.14	56376	56921	56105	56657	685938	5438165757	0
2015.05.15	56656	57288	56422	57249	628094	5063789363	0
2015.05.18	57250	57606	55926	56204	706226	6678305210	0
2015.05.19	56204	56212	55027	55499	636177	5656007333	0
2015.05.20	55497	55645	54820	54901	628353	5961796134	0
2015.05.21	54900	55112	54526	55112	625952	5862370099	0
2015.05.22	55112	55223	54038	54377	878709	6635496457	0
2015.05.25	54378	54868	53972	54609	379493	2738989747	0
2015.05.26	54609	54609	53548	53630	751177	5567191854	0
2015.05.27	53631	54293	53136	54236	753025	5597235633	0
2015.05.28	54230	54230	53363	53976	657667	4584122060	0
2015.05.29	53974	53974	52760	52760	939952	8682660178	0
2015.06.01	52753	53233	52666	53031	572745	4299922947	0
2015.06.02	53100	54236	53095	54236	731758	5582011237	0
2015.06.03	54254	54254	53462	53523	709732	5628473872	0
2015.06.05	53518	53518	52808	52973	604870	4782582389	0
2015.06.08	52975	53325	52810	52810	497917	7750055741	0
2015.06.09	52808	53292	52688	52816	563487	5397895760	0
2015.06.10	52817	54102	52817	53876	756501	6339501377	0
2015.06.11	53977	54271	53444	53689	575028	5151115196	0
2015.06.12	53689	53689	53033	53348	499270	4034869331	0
2015.06.15	53338	53338	52548	53138	562852	4403353073	0
2015.06.16	53139	53969	53107	53702	569964	5769497057	0
2015.06.17	53698	53755	52965	53249	646898	4958818232	0
2015.06.18	53251	54352	53214	54239	601420	4450216017	0
2015.06.19	54236	54236	53479	53749	465817	4592337421	0
2015.06.22	53780	54342	53655	53864	462421	4590770471	0
2015.06.23	53865	54361	53772	53772	437775	4433149986	0
2015.06.24	53772	54236	53628	53843	998671	8572458622	0
2015.06.25	53840	53840	52879	53110	532988	3774849545	0
2015.06.26	53181	54076	53151	54017	568961	4052373081	0
2015.06.29	54013	54013	52647	53014	498100	3909958164	0
2015.06.30	53014	53345	52813	53081	2296933	14369857544	0
2015.07.01	53107	53456	52603	52758	631731	4267591040	0
2015.07.02	52758	53357	52758	53106	544599	4345553930	0
2015.07.03	53106	53106	52370	52519	327893	2227340672	0
2015.07.06	52511	52679	51683	52149	544458	4324064674	0
2015.07.07	52149	52388	51130	52344	722283	5809245223	0
2015.07.08	52343	52468	51574	51782	636927	4797642437	0
2015.07.10	51803	52786	51800	52591	1251648	9386799728	0
2015.07.13	52591	53164	52591	53119	544998	4272865612	0
2015.07.14	53119	53416	52653	53239	538283	3933584168	0
2015.07.15	53239	53334	52790	52902	542410	4035780539	0
2015.07.16	52902	53417	52714	53070	472815	3293183250	0
2015.07.17	53070	53310	52221	52342	580816	3769213548	0
2015.07.20	52341	52424	51525	51600	568588	3905502287	0
2015.07.21	51607	51998	51244	51474	564947	4056132582	0
2015.07.22	51474	51474	50592	50916	639815	4471721699	0
2015.07.23	50916	51063	49668	49807	816253	6302259136	0
2015.07.24	49804	49831	48624	49246	760780	5472090648	0
2015.07.27	49246	49298	48640	48736	686551	4947197543	0
2015.07.28	48740	49871	48740	49602	866542	5988468175	0
2015.07.29	49601	50333	49422	50245	778558	6352481804	0
2015.07.30	50251	50645	49612	49897	699073	4959331606	0
2015.07.31	49897	50895	49892	50865	639017	5336208248	0
2015.08.03	50833	50833	50054	50138	588224	3948206538	0
2015.08.04	50155	50574	49827	50058	598039	4548205065	0
2015.08.05	50167	50853	50162	50287	568554	3646353836	0
2015.08.06	50212	50534	49624	49995	759028	5545173281	0
2015.08.07	49862	49864	48512	48577	715381	4952210279	0
2015.08.10	48578	49512	48578	49353	616497	4392675826	0
2015.08.11	49340	49340	48306	49072	710393	4816721482	0
2015.08.12	49064	49064	48028	48388	912755	6811645316	0
2015.08.13	48390	48606	47722	48010	735877	4871634481	0
2015.08.14	48010	48186	47508	47508	641784	4392217258	0
2015.08.17	47509	47788	47217	47217	543492	3622610207	0
2015.08.18	47220	48084	46676	47451	757542	5827099352	0
2015.08.19	47378	47378	45977	46588	713847	4875083446	0
2015.08.20	46540	46781	46030	46649	615494	4411979585	0
2015.08.21	46649	46649	45677	45720	673907	4494062053	0
2015.08.24	45647	45647	42749	44336	1167643	6450227026	0
2015.08.25	44338	45588	44338	44545	477954	3208898073	0
2015.08.26	44546	46039	44540	46038	796032	5624529200	0
2015.08.27	46038	47997	46038	47715	1024170	6239964495	0
2015.08.28	47697	47872	46847	47154	769707	5475131609	0
2015.08.31	47151	47151	45570	46626	932300	7220634784	0
2015.09.01	46619	46619	45278	45477	872499	5611897152	0
2015.09.02	45484	46474	45445	46464	783744	5544683950	0
2015.09.03	46468	47532	46279	47366	848003	6536502245	0
2015.09.04	47366	47377	46320	46498	799761	6689863993	0
2015.09.08	46506	47243	46497	46762	676481	9077522840	0
2015.09.09	46905	47840	46614	46657	825512	5847363275	0
2015.09.10	46654	46819	45592	46504	874841	6652477740	0
2015.09.11	46509	46558	46176	46401	726444	5044366367	0
2015.09.14	46400	47386	46218	47282	826404	5390740427	0
2015.09.15	47281	47689	46746	47364	773283	5332891946	0
2015.09.16	47364	48681	47364	48553	938470	6706245341	0
2015.09.17	48487	49396	48082	48551	915130	6385024891	0
2015.09.18	48550	48550	46928	47264	1824647	13948603157	0
2015.09.21	47263	47391	46425	46590	629977	4039487028	0
2015.09.22	46572	46572	45292	46265	5269480	60440678373	0
2015.09.23	46263	46480	45340	45340	773384	5687634494	0
2015.09.24	45340	45572	44183	45292	908704	6397334967	0
2015.09.25	45300	45969	44697	44831	656654	4453197121	0
2015.09.28	44832	44832	43767	43957	1224936	8384108469	0
2015.09.29	43956	44531	43956	44132	622859	4339355454	0
2015.09.30	44161	45294	44161	45059	960509	6873135068	0
2015.10.01	45064	45547	44789	45313	1745800	10764179437	0
2015.10.02	45313	47033	44973	47033	830646	5631443070	0
2015.10.05	47092	48081	47092	47598	705563	4203953493	0
2015.10.06	47598	48092	47389	47735	687866	4943140948	0
2015.10.07	47735	49290	47715	48914	2043794	20766132363	0
2015.10.08	48915	49247	48658	49107	1702122	11141699242	0
2015.10.09	49105	49752	48698	49338	918067	6508222980	0
2015.10.13	49339	49339	47135	47363	891255	6658529400	0
2015.10.14	47349	47715	46701	46710	1466956	9512158659	0
2015.10.15	46730	47188	46321	47160	760760	5293783040	0
2015.10.16	47161	47727	46517	47236	696369	5346754756	0
2015.10.19	47242	47536	46917	47447	627543	4375383627	0
2015.10.20	47447	47728	46623	47077	709875	4716513954	0
2015.10.21	47077	47274	46654	47026	642961	4356391183	0
2015.10.22	47027	47909	47027	47772	702900	4610364917	0
2015.10.23	47774	48837	47502	47597	753962	5140847609	0
2015.10.26	47607	47875	47105	47209	534037	3689447389	0
2015.10.27	47205	47338	46742	47043	591228	4785316601	0
2015.10.28	47038	47442	46388	46741	653678	6026278931	0
2015.10.29	46740	46740	45628	45628	699405	4392912074	0
2015.10.30	45628	45975	45401	45869	1472402	11239384845	0
2015.11.03	45875	48054	45875	48054	1111412	7578222777	0
2015.11.04	48059	49054	47441	47710	925362	5909303068	0
2015.11.05	47712	48061	47430	48047	625845	4801194840	0
2015.11.06	48045	48045	46397	46919	682987	4815013801	0
2015.11.09	46915	47001	46057	46195	511779	3349767458	0
2015.11.10	46195	46207	45397	46207	602126	3747997756	0
2015.11.11	46207	47231	46207	47065	1346580	9441907465	0
2015.11.12	47065	47460	46696	46884	649532	4775732575	0
2015.11.13	46884	46884	46311	46517	720343	4923156762	0
2015.11.16	46519	46905	46399	46847	583682	4536791103	0
2015.11.17	46848	47698	46848	47248	741810	4706559728	0
2015.11.18	47241	47951	47241	47436	746819	4765758005	0
2015.11.19	47605	48227	47605	48139	737546	5334662307	0
2015.11.23	48138	48745	47988	48150	686399	4911384238	0
2015.11.24	48145	48320	47442	48284	695298	4418468931	0
2015.11.25	48270	48270	46742	46867	904171	5881289879	0
2015.11.26	46867	47199	46867	47146	369566	3341926551	0
2015.11.27	47140	47140	45812	45873	732750	4339994109	0
2015.11.30	45871	45931	45106	45120	1098720	14293334008	0
2015.12.01	45121	45482	44775	45047	815529	6001510113	0
2015.12.02	45046	45338	44579	44915	841895	6217400401	0
2015.12.03	44923	47142	44923	46393	954640	6583198918	0
2015.12.04	46385	46385	45023	45361	836560	4920872195	0
2015.12.07	45361	46157	45217	45223	679972	4180426575	0
2015.12.08	45223	45233	44232	44443	704390	4361103551	0
