<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2008.11.06	11:00:00	37786	37786	36548	36719	13380	248386415	0
2008.11.06	11:30:00	36718	37297	36658	37163	12967	214940325	0
2008.11.06	12:00:00	37158	37183	36899	36903	11357	165276418	0
2008.11.06	12:30:00	36842	37111	36624	36707	21411	356626234	0
2008.11.06	13:00:00	36657	36853	36517	36587	15283	209878823	0
2008.11.06	13:30:00	36574	36574	36153	36325	16039	224685741	0
2008.11.06	14:00:00	36352	36441	36093	36227	14007	183802023	0
2008.11.06	14:30:00	36230	36393	36088	36253	13466	172083951	0
2008.11.06	15:00:00	36258	36258	35811	35882	16635	223338797	0
2008.11.06	15:30:00	35833	35906	35651	35850	14883	222414061	0
2008.11.06	16:00:00	35863	35885	35571	35822	16283	275991843	0
2008.11.06	16:30:00	35769	35812	35387	35535	19594	291128313	0
2008.11.06	17:00:00	35521	35919	35521	35613	16613	280865681	0
2008.11.06	17:30:00	35618	36456	35618	36362	17261	416862573	0
2008.11.07	11:00:00	36362	37285	36351	37023	11296	204539092	0
2008.11.07	11:30:00	36875	37166	36426	36426	14490	292339308	0
2008.11.07	12:00:00	36429	36871	36297	36855	10493	180301334	0
2008.11.07	12:30:00	36823	37121	36440	36587	21196	370942707	0
2008.11.07	13:00:00	36646	37716	36646	37453	20122	316403951	0
2008.11.07	13:30:00	37447	37608	37283	37283	12254	201105152	0
2008.11.07	14:00:00	37261	37325	36910	36919	10379	162089875	0
2008.11.07	14:30:00	36915	37257	36858	37233	10833	163062395	0
2008.11.07	15:00:00	37245	37342	37095	37196	10545	159953653	0
2008.11.07	15:30:00	37172	37298	36985	37271	10631	147778565	0
2008.11.07	16:00:00	37284	37523	37280	37523	13219	184214147	0
2008.11.07	16:30:00	37529	37549	37128	37205	11383	162958398	0
2008.11.07	17:00:00	37233	37233	36957	36968	13455	172273885	0
2008.11.07	17:30:00	36979	37253	36660	36665	15427	354342930	0
2008.11.10	11:00:00	36672	38626	36672	38542	11341	252965067	0
2008.11.10	11:30:00	38551	38725	38440	38440	13036	252106212	0
2008.11.10	12:00:00	38445	38445	38327	38406	9132	131291445	0
2008.11.10	12:30:00	38411	38584	38126	38145	18133	305568722	0
2008.11.10	13:00:00	38190	38334	37976	38317	11201	173308100	0
2008.11.10	13:30:00	38332	38332	37913	37951	10049	134176320	0
2008.11.10	14:00:00	37884	38014	37661	37996	12151	162414916	0
2008.11.10	14:30:00	38002	38030	36943	37157	18730	277845235	0
2008.11.10	15:00:00	37177	37445	37073	37073	13087	195836738	0
2008.11.10	15:30:00	37015	37049	36298	36585	17868	269455277	0
2008.11.10	16:00:00	36566	36880	36480	36869	13047	189393307	0
2008.11.10	16:30:00	36891	37089	36681	37089	11399	166264810	0
2008.11.10	17:00:00	37101	37289	36902	36963	14043	213465993	0
2008.11.10	17:30:00	36999	37002	36667	36776	13883	287908734	0
2008.11.11	11:00:00	36775	36775	35766	35874	10518	204917666	0
2008.11.11	11:30:00	35859	36266	35839	36073	11410	165402061	0
2008.11.11	12:00:00	36087	36153	35902	35955	10842	148222199	0
2008.11.11	12:30:00	35980	36013	35499	35611	19698	298082880	0
2008.11.11	13:00:00	35549	36027	35549	35957	12120	177200329	0
2008.11.11	13:30:00	35942	36016	35664	35731	9522	115606033	0
2008.11.11	14:00:00	35734	36033	35609	35896	9897	141598915	0
2008.11.11	14:30:00	35990	36204	35664	35757	12156	167428700	0
2008.11.11	15:00:00	35726	35776	35570	35642	12011	187202787	0
2008.11.11	15:30:00	35666	35937	35666	35937	9999	134411697	0
2008.11.11	16:00:00	35962	36238	35948	36084	11639	203659693	0
2008.11.11	16:30:00	36083	36727	35967	36727	15467	233954440	0
2008.11.11	17:00:00	36670	37497	36562	37497	22438	335662839	0
2008.11.11	17:30:00	37517	37629	37139	37262	19994	408301383	0
2008.11.12	11:00:00	37261	37261	36377	36496	10944	273361470	0
2008.11.12	11:30:00	36513	36638	36326	36451	13726	226709771	0
2008.11.12	12:00:00	36453	36462	35686	35823	21646	334832920	0
2008.11.12	12:30:00	35791	35913	35485	35678	26325	508593903	0
2008.11.12	13:00:00	35688	35688	35034	35034	27058	396151723	0
2008.11.12	13:30:00	35028	35194	34814	35193	19371	296647232	0
2008.11.12	14:00:00	35215	35215	34866	35121	15556	298391857	0
2008.11.12	14:30:00	35138	35210	34792	34988	17138	307261449	0
2008.11.12	15:00:00	34977	35065	34553	34850	17768	235980258	0
2008.11.12	15:30:00	34869	34949	34432	34660	19021	274322986	0
2008.11.12	16:00:00	34682	34755	34412	34529	13998	209261511	0
2008.11.12	16:30:00	34537	34762	34399	34535	18404	289726023	0
2008.11.12	17:00:00	34558	34606	34367	34488	16610	255039314	0
2008.11.12	17:30:00	34480	34717	34221	34374	20693	581007800	0
2008.11.13	11:00:00	34374	34934	34261	34588	12278	161383534	0
2008.11.13	11:30:00	34504	35249	34474	35157	14687	205596071	0
2008.11.13	12:00:00	35192	35445	35192	35396	13339	173029961	0
2008.11.13	12:30:00	35413	35653	34748	34827	22379	342844214	0
2008.11.13	13:00:00	34859	35911	34855	35678	20893	271595254	0
2008.11.13	13:30:00	35693	35726	35209	35284	14100	169987294	0
2008.11.13	14:00:00	35256	35331	35005	35280	11523	159101927	0
2008.11.13	14:30:00	35350	35443	35069	35105	12212	151654891	0
2008.11.13	15:00:00	35155	35155	34146	34212	19452	258305485	0
2008.11.13	15:30:00	34228	34423	33645	33645	20554	267169032	0
2008.11.13	16:00:00	33687	34333	33687	34223	16184	224940449	0
2008.11.13	16:30:00	34305	35538	34305	35212	23911	384310559	0
2008.11.13	17:00:00	35230	35890	35110	35890	20801	306118041	0
2008.11.13	17:30:00	35804	36244	35645	35993	19982	402417104	0
2008.11.14	11:00:00	36003	36391	36003	36153	9049	165155249	0
2008.11.14	11:30:00	36161	36448	35888	36015	11729	219403441	0
2008.11.14	12:00:00	36008	36008	35575	35938	10039	158645675	0
2008.11.14	12:30:00	35911	36679	35883	36529	20568	318338480	0
2008.11.14	13:00:00	36600	36697	35801	35883	13360	181721356	0
2008.11.14	13:30:00	35808	35842	35514	35734	11940	189714351	0
2008.11.14	14:00:00	35731	35748	35462	35644	8842	115134222	0
2008.11.14	14:30:00	35594	35609	35308	35340	9788	122031690	0
2008.11.14	15:00:00	35341	35341	35016	35272	11573	180387465	0
2008.11.14	15:30:00	35265	35541	35185	35488	9695	153798449	0
2008.11.14	16:00:00	35430	35430	35141	35324	10337	156426052	0
2008.11.14	16:30:00	35340	35481	35218	35314	10611	158425287	0
2008.11.14	17:00:00	35248	35727	35189	35550	12799	197228606	0
2008.11.14	17:30:00	35507	35789	35343	35789	12291	394965421	0
2008.11.17	11:00:00	35777	35777	34427	34627	7035	128420681	0
2008.11.17	11:30:00	34618	34854	34580	34731	7182	94878264	0
2008.11.17	12:00:00	34729	35409	34729	35256	7761	98301524	0
2008.11.17	12:30:00	35261	35496	34888	35496	15157	225122710	0
2008.11.17	13:00:00	35488	35702	35043	35229	14609	204691425	0
2008.11.17	13:30:00	35210	35412	35143	35143	8300	110789321	0
2008.11.17	14:00:00	35143	35584	35143	35260	9011	108865454	0
2008.11.17	14:30:00	35244	35783	35169	35769	11288	164065608	0
2008.11.17	15:00:00	35786	36182	35679	36092	16119	242122179	0
2008.11.17	15:30:00	36093	36373	35917	36163	15596	246156156	0
2008.11.17	16:00:00	36132	36145	35909	35982	10295	148856142	0
2008.11.17	16:30:00	35984	36039	35713	35924	11569	180754764	0
2008.11.17	17:00:00	35894	35975	35563	35563	12484	198170047	0
2008.11.17	17:30:00	35626	35808	35494	35717	13146	321438352	0
2008.11.18	11:00:00	35698	35698	34767	35165	10463	169606984	0
2008.11.18	11:30:00	35160	35395	34916	35218	11516	145137459	0
2008.11.18	12:00:00	35246	35346	35213	35283	10816	141895084	0
2008.11.18	12:30:00	35362	35690	35242	35278	19248	285545461	0
2008.11.18	13:00:00	35263	35276	34807	35168	19500	264472968	0
2008.11.18	13:30:00	35148	35165	34860	34883	11233	123704645	0
2008.11.18	14:00:00	34857	34857	34671	34715	11484	130139146	0
2008.11.18	14:30:00	34714	35039	34714	35039	10282	138161465	0
2008.11.18	15:00:00	35023	35064	34746	34806	11808	162010871	0
2008.11.18	15:30:00	34785	34785	34429	34601	14970	205014424	0
2008.11.18	16:00:00	34574	34574	34246	34475	14218	193450754	0
2008.11.18	16:30:00	34470	34488	34239	34432	12663	177646493	0
2008.11.18	17:00:00	34436	34436	34217	34416	14333	191508806	0
2008.11.18	17:30:00	34352	34352	33882	34095	18477	406751799	0
2008.11.19	11:00:00	34098	34274	33996	34164	7793	110030824	0
2008.11.19	11:30:00	34159	34230	33867	33867	11311	138113772	0
2008.11.19	12:00:00	33870	34431	33865	34410	11114	152057180	0
2008.11.19	12:30:00	34434	34786	34236	34362	16742	237267238	0
2008.11.19	13:00:00	34427	34720	34382	34502	13101	157747327	0
2008.11.19	13:30:00	34503	34503	33968	33990	10278	128607246	0
2008.11.19	14:00:00	33988	34041	33643	33655	12287	135253324	0
2008.11.19	14:30:00	33672	33711	33300	33709	13470	169589646	0
2008.11.19	15:00:00	33689	33690	33275	33342	12244	157125611	0
2008.11.19	15:30:00	33361	33669	33342	33510	11333	143716097	0
2008.11.19	16:00:00	33525	33808	33444	33444	12200	162204344	0
2008.11.19	16:30:00	33439	33816	33422	33747	11496	171941261	0
2008.11.19	17:00:00	33740	33831	33499	33576	15967	261526587	0
2008.11.19	17:30:00	33594	33686	33446	33626	11346	167880935	0
2008.11.19	18:00:00	33626	33626	33405	33405	3428	135647482	0
2008.11.21	11:00:00	33403	33403	32016	32276	14361	282364143	0
2008.11.21	11:30:00	32278	32286	32151	32286	12767	202662111	0
2008.11.21	12:00:00	32271	32381	32159	32243	13268	183246218	0
2008.11.21	12:30:00	32225	32250	31603	31681	31347	395039329	0
2008.11.21	13:00:00	31643	31862	31491	31536	19262	265391179	0
2008.11.21	13:30:00	31558	31712	31365	31391	12312	166049222	0
2008.11.21	14:00:00	31404	31628	31197	31540	14630	183717411	0
2008.11.21	14:30:00	31548	31725	31523	31612	11273	133473552	0
2008.11.21	15:00:00	31642	31903	31611	31878	15848	194979273	0
2008.11.21	15:30:00	31822	32132	31822	31923	17749	210131629	0
2008.11.21	16:00:00	31918	31918	31487	31510	16324	214701766	0
2008.11.21	16:30:00	31530	31575	31128	31128	17039	221835785	0
2008.11.21	17:00:00	31110	31424	31081	31385	14528	208492431	0
2008.11.21	17:30:00	31364	31430	31137	31251	18150	382531757	0
2008.11.24	11:00:00	31255	33057	31255	32873	11029	176903625	0
2008.11.24	11:30:00	32873	32915	32765	32765	9573	152931319	0
2008.11.24	12:00:00	32840	32938	32780	32913	8438	119861990	0
2008.11.24	12:30:00	32902	33394	32902	33394	23286	359294436	0
2008.11.24	13:00:00	33438	34024	33438	34020	23309	402401713	0
2008.11.24	13:30:00	34058	34137	33821	33927	15661	209717625	0
2008.11.24	14:00:00	33984	33997	33834	33968	11623	154495107	0
2008.11.24	14:30:00	33953	34198	33937	34198	13363	178301928	0
2008.11.24	15:00:00	34181	34194	33587	33610	13252	220970325	0
2008.11.24	15:30:00	33614	33906	33614	33900	12249	176451029	0
2008.11.24	16:00:00	33909	34031	33836	34031	14253	188698409	0
2008.11.24	16:30:00	34022	34382	33971	34382	16456	207426729	0
2008.11.24	17:00:00	34343	34343	34000	34241	15232	224016596	0
2008.11.24	17:30:00	34244	34341	34091	34189	15787	334379889	0
2008.11.25	11:00:00	34189	34553	33620	34458	12061	198794549	0
2008.11.25	11:30:00	34519	35160	34519	35127	15104	235092208	0
2008.11.25	12:00:00	35110	35532	35070	35398	15919	255470077	0
2008.11.25	12:30:00	35353	35373	34810	34847	25197	396027439	0
2008.11.25	13:00:00	35112	35301	34928	35038	14073	213847808	0
2008.11.25	13:30:00	35048	35050	34234	34342	13749	205240650	0
2008.11.25	14:00:00	34350	34553	34036	34484	12118	181211381	0
2008.11.25	14:30:00	34419	34609	34278	34557	11681	181310291	0
2008.11.25	15:00:00	34579	34580	34246	34378	11554	171923373	0
2008.11.25	15:30:00	34405	34537	33952	34022	14521	205961720	0
2008.11.25	16:00:00	34055	34235	33870	34213	10069	136159227	0
2008.11.25	16:30:00	34216	34512	34216	34320	13248	180086789	0
2008.11.25	17:00:00	34272	34389	34039	34232	11639	179327202	0
2008.11.25	17:30:00	34180	34813	34180	34813	14770	405130958	0
2008.11.26	11:00:00	34814	34814	34412	34414	7487	119310592	0
2008.11.26	11:30:00	34319	34966	34319	34868	13154	210352107	0
2008.11.26	12:00:00	34931	35242	34931	35006	14209	218150059	0
2008.11.26	12:30:00	35017	35440	34881	35382	18059	277440944	0
2008.11.26	13:00:00	35418	36101	35397	36004	22473	354195518	0
2008.11.26	13:30:00	35991	35991	35606	35936	18071	240533842	0
2008.11.26	14:00:00	35908	36067	35803	36032	13605	170375837	0
2008.11.26	14:30:00	36023	36147	35984	36082	12420	161809252	0
2008.11.26	15:00:00	36124	36241	36010	36241	15838	240577264	0
2008.11.26	15:30:00	36233	36733	36177	36488	23857	335718817	0
2008.11.26	16:00:00	36518	36645	36461	36592	18647	263746984	0
2008.11.26	16:30:00	36580	36580	36376	36442	18161	282703384	0
2008.11.26	17:00:00	36451	36606	36127	36606	21503	301272421	0
2008.11.26	17:30:00	36651	36877	36470	36470	20129	430189131	0
2008.11.27	11:00:00	36470	36817	36355	36646	11185	142802797	0
2008.11.27	11:30:00	36651	36665	36360	36445	9340	130638625	0
2008.11.27	12:00:00	36450	36552	36450	36513	6214	87772837	0
2008.11.27	12:30:00	36524	36538	36237	36279	8564	112587664	0
2008.11.27	13:00:00	36273	36370	36130	36162	7016	86237418	0
2008.11.27	13:30:00	36175	36216	36114	36185	5857	58677657	0
2008.11.27	14:00:00	36213	36296	36213	36237	5233	64978586	0
2008.11.27	14:30:00	36239	36309	36239	36287	5143	64858782	0
2008.11.27	15:00:00	36289	36348	36268	36336	5061	64293574	0
2008.11.27	15:30:00	36340	36497	36339	36405	7288	93978480	0
2008.11.27	16:00:00	36402	36415	36285	36317	6918	154110999	0
2008.11.27	16:30:00	36314	36348	36273	36337	6418	81889667	0
2008.11.27	17:00:00	36333	36493	36328	36440	8381	120207151	0
2008.11.27	17:30:00	36449	36472	36349	36374	5651	91338691	0
2008.11.27	18:00:00	36374	36374	36166	36213	2008	90411497	0
2008.11.28	11:00:00	36216	36299	35944	36268	8954	122788667	0
2008.11.28	11:30:00	36237	36883	36218	36765	14481	206393638	0
2008.11.28	12:00:00	36741	37127	36681	37003	12802	183368865	0
2008.11.28	12:30:00	37043	37152	36599	36710	21001	282752255	0
2008.11.28	13:00:00	36734	37003	36713	36953	13149	194075820	0
2008.11.28	13:30:00	36937	36938	36775	36808	10139	133096500	0
2008.11.28	14:00:00	36784	36874	36653	36874	15161	198036601	0
2008.11.28	14:30:00	36854	36923	36765	36923	11172	142758911	0
2008.11.28	15:00:00	36936	36984	36805	36816	12011	156679972	0
2008.11.28	15:30:00	36804	37091	36764	36993	15340	238273282	0
2008.11.28	16:00:00	37034	37200	37008	37128	10677	166104734	0
2008.11.28	16:30:00	37124	37192	37124	37183	9086	152492945	0
2008.11.28	17:00:00	37181	37217	37166	37166	9950	170643474	0
2008.11.28	17:30:00	37141	37141	36596	36596	11625	355954705	0
2008.12.01	11:00:00	36596	36596	35159	35180	11127	161866001	0
2008.12.01	11:30:00	35137	35323	35081	35306	8113	112348174	0
2008.12.01	12:00:00	35327	35352	34877	34943	11916	165462806	0
2008.12.01	12:30:00	34912	34912	34578	34691	17895	239965555	0
2008.12.01	13:00:00	34742	34910	34668	34675	9334	128140990	0
2008.12.01	13:30:00	34664	34669	34511	34511	9455	136989437	0
2008.12.01	14:00:00	34495	34567	34396	34409	8836	115961352	0
2008.12.01	14:30:00	34411	34759	34405	34737	10582	125249112	0
2008.12.01	15:00:00	34741	34894	34686	34741	12566	171244363	0
2008.12.01	15:30:00	34734	34744	34421	34421	11333	161627206	0
2008.12.01	16:00:00	34422	34755	34420	34697	12705	175711576	0
2008.12.01	16:30:00	34724	34875	34613	34758	12048	172691984	0
2008.12.01	17:00:00	34756	34779	34603	34703	11219	138019469	0
2008.12.01	17:30:00	34687	34852	34674	34741	14086	342722623	0
2008.12.02	11:00:00	34743	35408	34743	35136	8987	129574456	0
2008.12.02	11:30:00	35142	35422	35139	35223	9499	116228635	0
2008.12.02	12:00:00	35215	35221	34892	35080	11084	158177580	0
2008.12.02	12:30:00	35053	35281	34862	34952	15322	221979643	0
2008.12.02	13:00:00	34986	35421	34962	35376	13624	202712294	0
2008.12.02	13:30:00	35388	35483	35257	35277	9147	128987232	0
2008.12.02	14:00:00	35237	35288	35093	35256	8472	116238415	0
2008.12.02	14:30:00	35278	35353	35033	35320	11067	151285314	0
2008.12.02	15:00:00	35328	35734	35322	35716	13114	180359718	0
2008.12.02	15:30:00	35719	35724	35577	35594	11455	157337659	0
2008.12.02	16:00:00	35579	35670	35518	35670	11190	152682711	0
2008.12.02	16:30:00	35650	35650	35239	35254	11423	171306039	0
2008.12.02	17:00:00	35310	35322	34815	34932	14028	228299939	0
2008.12.02	17:30:00	34961	35072	34924	35001	10815	535949220	0
2008.12.03	11:00:00	35001	35002	34478	34478	8093	129550704	0
2008.12.03	11:30:00	34495	34652	34495	34523	8315	113202942	0
2008.12.03	12:00:00	34525	34532	34202	34270	10562	170492107	0
2008.12.03	12:30:00	34247	34346	33972	33983	16550	269118238	0
2008.12.03	13:00:00	33885	34311	33798	34304	13307	259222647	0
2008.12.03	13:30:00	34309	35094	34267	35094	15600	216622260	0
2008.12.03	14:00:00	35100	35158	34867	34920	12914	172587724	0
2008.12.03	14:30:00	34889	35258	34870	35244	11181	164768563	0
2008.12.03	15:00:00	35246	35246	34777	35039	12291	200435991	0
2008.12.03	15:30:00	35050	35476	35050	35402	15368	251102213	0
2008.12.03	16:00:00	35389	35395	34738	34804	12885	209207293	0
2008.12.03	16:30:00	34766	34854	34623	34744	11634	168665833	0
2008.12.03	17:00:00	34724	35272	34690	35129	12446	200691378	0
2008.12.03	17:30:00	35265	35447	35197	35354	13087	200407633	0
2008.12.03	18:00:00	35343	35344	35292	35297	2351	132875456	0
2008.12.04	11:00:00	35311	35704	35311	35444	9935	138166295	0
2008.12.04	11:30:00	35457	35569	35272	35310	11263	131859433	0
2008.12.04	12:00:00	35308	35359	35194	35281	7743	91475628	0
2008.12.04	12:30:00	35236	35876	35206	35731	17123	247135649	0
2008.12.04	13:00:00	35672	35938	35599	35746	13421	173871916	0
2008.12.04	13:30:00	35736	35944	35684	35908	10566	120698605	0
2008.12.04	14:00:00	35918	35942	35742	35871	8366	109208439	0
2008.12.04	14:30:00	35837	35837	35611	35677	8839	117090576	0
2008.12.04	15:00:00	35689	35689	35243	35243	9977	148576607	0
2008.12.04	15:30:00	35229	35532	35226	35532	11015	147396967	0
2008.12.04	16:00:00	35483	35495	35219	35284	12542	165266423	0
2008.12.04	16:30:00	35221	35592	35221	35420	12776	164389484	0
2008.12.04	17:00:00	35519	35717	35403	35459	13332	182828845	0
2008.12.04	17:30:00	35437	35620	35298	35310	9731	155661421	0
2008.12.04	18:00:00	35301	35309	35128	35128	2485	110216455	0
2008.12.05	11:00:00	35125	35125	34411	34471	6693	104623927	0
2008.12.05	11:30:00	34260	34459	34175	34459	12504	182367510	0
2008.12.05	12:00:00	34491	34520	34426	34430	8977	104936415	0
2008.12.05	12:30:00	34448	34675	34375	34389	19839	262589156	0
2008.12.05	13:00:00	34346	34386	34106	34326	13634	200134352	0
2008.12.05	13:30:00	34299	34457	34223	34445	10606	132181399	0
2008.12.05	14:00:00	34456	34576	34384	34488	12544	151239936	0
2008.12.05	14:30:00	34489	34775	34424	34718	12776	170065399	0
2008.12.05	15:00:00	34766	34779	34387	34411	15704	240439145	0
2008.12.05	15:30:00	34408	34409	34013	34095	21143	345498964	0
2008.12.05	16:00:00	34093	34475	34093	34336	14919	231950145	0
2008.12.05	16:30:00	34333	34998	34332	34887	18893	284078582	0
2008.12.05	17:00:00	34894	34980	34683	34853	15448	240690420	0
2008.12.05	17:30:00	34856	35435	34805	35347	17472	453978824	0
2008.12.08	11:00:00	35347	37235	35347	37109	20374	307517234	0
2008.12.08	11:30:00	37115	37257	37088	37100	18333	239052502	0
2008.12.08	12:00:00	37095	37177	36890	37148	16447	206403714	0
2008.12.08	12:30:00	37235	37567	37127	37463	31999	488417034	0
2008.12.08	13:00:00	37378	37527	37348	37452	16354	272225254	0
2008.12.08	13:30:00	37474	37731	37457	37686	18104	250756389	0
2008.12.08	14:00:00	37717	37770	37545	37650	18782	235422828	0
2008.12.08	14:30:00	37663	37738	37605	37678	17339	235392218	0
2008.12.08	15:00:00	37687	37914	37687	37897	22345	341016543	0
2008.12.08	15:30:00	37884	38026	37884	37928	18601	261087912	0
2008.12.08	16:00:00	37927	38168	37927	38018	20631	266752504	0
2008.12.08	16:30:00	37995	37995	37752	37833	20229	319245966	0
2008.12.08	17:00:00	37842	38309	37837	38250	21586	347397197	0
2008.12.08	17:30:00	38271	38426	38207	38285	18543	448601837	0
2008.12.09	11:00:00	38285	38404	38032	38053	13238	186277896	0
2008.12.09	11:30:00	38049	38533	37911	38052	16439	218753008	0
2008.12.09	12:00:00	38033	38072	37909	37947	8226	103000317	0
2008.12.09	12:30:00	37986	38210	37803	37930	17378	259597916	0
2008.12.09	13:00:00	38016	38517	38015	38422	21041	285000440	0
2008.12.09	13:30:00	38435	38863	38418	38726	17511	225656138	0
2008.12.09	14:00:00	38722	38722	38162	38266	12081	172947171	0
2008.12.09	14:30:00	38277	38559	38174	38474	12412	198081732	0
2008.12.09	15:00:00	38469	38562	38324	38324	12677	207598158	0
2008.12.09	15:30:00	38317	38470	38311	38331	15202	246200235	0
2008.12.09	16:00:00	38350	38383	38075	38075	12869	218059640	0
2008.12.09	16:30:00	38078	38203	37976	38154	13848	186492220	0
2008.12.09	17:00:00	38150	38175	37716	37722	13843	203942092	0
2008.12.09	17:30:00	37727	37968	37653	37968	13158	835068639	0
2008.12.10	11:00:00	37972	38945	37972	38919	11297	209821562	0
2008.12.10	11:30:00	38940	38980	38877	38924	12262	176018493	0
2008.12.10	12:00:00	38929	39019	38843	39019	12291	192469280	0
2008.12.10	12:30:00	39044	39170	38979	39010	21319	429562031	0
2008.12.10	13:00:00	39002	39480	38996	39469	19076	401609951	0
2008.12.10	13:30:00	39488	39513	39205	39244	12055	225290532	0
2008.12.10	14:00:00	39276	39648	39198	39513	16441	285312180	0
2008.12.10	14:30:00	39512	39720	39469	39706	15643	275365425	0
2008.12.10	15:00:00	39706	39748	39342	39372	16821	299310878	0
2008.12.10	15:30:00	39338	39418	39217	39242	13177	231942426	0
2008.12.10	16:00:00	39235	39466	39235	39341	14019	223447525	0
2008.12.10	16:30:00	39331	39346	38688	38755	21034	363130981	0
2008.12.10	17:00:00	38728	38929	38616	38929	18925	343430500	0
2008.12.10	17:30:00	38863	39087	38832	39004	17702	455571432	0
2008.12.11	11:00:00	39009	39413	39009	39119	11911	227223540	0
2008.12.11	11:30:00	39107	39201	38754	39180	13645	239951994	0
2008.12.11	12:00:00	39183	39183	38958	39066	10813	166818932	0
2008.12.11	12:30:00	39061	39360	38846	39358	23382	371395013	0
2008.12.11	13:00:00	39371	39722	39348	39631	20572	367388483	0
2008.12.11	13:30:00	39621	39632	39477	39567	11733	165392055	0
2008.12.11	14:00:00	39569	39880	39443	39443	15841	259852552	0
2008.12.11	14:30:00	39471	39620	39371	39601	15232	213659592	0
2008.12.11	15:00:00	39580	39702	39439	39478	14419	214936947	0
2008.12.11	15:30:00	39486	39755	39471	39755	17453	267121783	0
2008.12.11	16:00:00	39748	39748	39470	39501	13701	240206519	0
2008.12.11	16:30:00	39516	39587	39474	39498	14420	251244093	0
2008.12.11	17:00:00	39487	39546	39081	39156	15249	264585800	0
2008.12.11	17:30:00	39171	39380	38519	38519	16474	428856251	0
2008.12.12	11:00:00	38517	38517	37014	37287	12134	215021170	0
2008.12.12	11:30:00	37312	37677	37289	37617	11224	170738117	0
2008.12.12	12:00:00	37545	38030	37525	37837	11718	196839385	0
2008.12.12	12:30:00	37753	38448	37636	38417	20634	356075450	0
2008.12.12	13:00:00	38428	38428	38055	38143	11381	202280734	0
2008.12.12	13:30:00	38166	38626	37947	38576	10542	167115991	0
2008.12.12	14:00:00	38560	38722	38439	38439	9216	137105610	0
2008.12.12	14:30:00	38424	38474	38272	38417	6708	98607759	0
2008.12.12	15:00:00	38424	38716	38424	38649	10006	148090157	0
2008.12.12	15:30:00	38658	39285	38606	39230	14908	252130774	0
2008.12.12	16:00:00	39259	39259	38896	38957	12122	193267511	0
2008.12.12	16:30:00	38943	39008	38719	38894	11683	201985893	0
2008.12.12	17:00:00	38874	39249	38792	38883	12210	198632103	0
2008.12.12	17:30:00	38862	39374	38758	39374	15591	501135753	0
2008.12.15	11:00:00	39368	39735	39331	39469	13405	258993355	0
2008.12.15	11:30:00	39496	39606	39375	39425	11391	167127102	0
2008.12.15	12:00:00	39434	39453	39194	39324	7812	113708288	0
2008.12.15	12:30:00	39375	39676	39312	39314	17093	338790940	0
2008.12.15	13:00:00	39277	39288	39046	39128	10751	193777962	0
2008.12.15	13:30:00	39130	39205	38891	38908	10797	176017170	0
2008.12.15	14:00:00	38910	39204	38875	39204	9398	176852004	0
2008.12.15	14:30:00	39171	39196	38921	39071	9569	147844608	0
2008.12.15	15:00:00	39067	39083	38954	39046	8550	148925774	0
2008.12.15	15:30:00	39033	39033	38624	38728	12724	237212566	0
2008.12.15	16:00:00	38694	38757	38402	38677	12092	199820432	0
2008.12.15	16:30:00	38674	38719	38561	38670	10672	152899927	0
2008.12.15	17:00:00	38661	38839	38624	38696	10058	154776885	0
2008.12.15	17:30:00	38673	38839	38320	38320	13653	340081593	0
2008.12.16	11:00:00	38324	39336	38324	39335	7776	174320138	0
2008.12.16	11:30:00	39346	39599	39321	39599	11585	192003620	0
2008.12.16	12:00:00	39608	39785	39516	39516	11322	156091139	0
2008.12.16	12:30:00	39518	39759	39500	39614	14624	253439202	0
2008.12.16	13:00:00	39598	39636	39518	39564	10709	201564981	0
2008.12.16	13:30:00	39590	39602	39354	39445	9506	155900502	0
2008.12.16	14:00:00	39472	39534	39454	39494	6705	100771364	0
2008.12.16	14:30:00	39507	39631	39507	39562	8595	133705144	0
2008.12.16	15:00:00	39564	39578	39441	39450	6534	99466541	0
2008.12.16	15:30:00	39444	39499	39292	39292	7496	115601960	0
2008.12.16	16:00:00	39274	39508	39274	39508	8963	151263271	0
2008.12.16	16:30:00	39500	39510	39283	39321	8260	113827663	0
2008.12.16	17:00:00	39313	39766	39301	39609	16756	276505211	0
2008.12.16	17:30:00	39674	39993	39338	39993	23323	616181433	0
2008.12.17	11:00:00	39993	40066	39650	39788	9946	191142331	0
2008.12.17	11:30:00	39781	40134	39781	40005	11452	184529794	0
2008.12.17	12:00:00	40024	40051	39821	39848	9313	146208120	0
2008.12.17	12:30:00	39904	40361	39904	40324	23399	381752094	0
2008.12.17	13:00:00	40332	40332	39807	39973	13582	211030364	0
2008.12.17	13:30:00	39994	40272	39952	40256	13915	224845726	0
2008.12.17	14:00:00	40252	40317	39995	40016	11090	176603069	0
2008.12.17	14:30:00	39994	40034	39746	39925	12668	214742454	0
2008.12.17	15:00:00	39826	39918	39697	39787	31250	398866138	0
2008.12.17	15:30:00	39787	39905	39637	39666	32146	407727690	0
2008.12.17	16:00:00	39699	39753	39565	39595	33795	394768976	0
2008.12.17	16:30:00	39603	39967	39586	39719	29839	400755074	0
2008.12.17	17:00:00	39720	39842	39431	39431	44146	514067961	0
