<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2009.11.25	12:30:00	67387	67443	67241	67383	11712	261311089	0
2009.11.25	13:00:00	67487	67651	67414	67479	12508	384828091	0
2009.11.25	13:30:00	67504	67681	67504	67630	9461	188560151	0
2009.11.25	14:00:00	67642	67845	67635	67777	11819	233460846	0
2009.11.25	14:30:00	67788	67902	67761	67761	15854	302521438	0
2009.11.25	15:00:00	67778	67828	67668	67815	13557	284925782	0
2009.11.25	15:30:00	67810	67825	67712	67758	10402	244212682	0
2009.11.25	16:00:00	67761	67818	67724	67814	11781	250990838	0
2009.11.25	16:30:00	67808	67808	67717	67752	13259	246276509	0
2009.11.25	17:00:00	67753	67813	67668	67813	17122	310611942	0
2009.11.25	17:30:00	67815	67997	67812	67917	20545	594634277	0
2009.11.26	11:00:00	67911	67911	66955	66990	14728	248137156	0
2009.11.26	11:30:00	66987	67186	66983	67140	8964	165752081	0
2009.11.26	12:00:00	67141	67157	67004	67057	9366	182276262	0
2009.11.26	12:30:00	67056	67076	66665	66704	13686	282696521	0
2009.11.26	13:00:00	66711	66787	66497	66505	12564	196174422	0
2009.11.26	13:30:00	66525	66594	66373	66390	12064	157379785	0
2009.11.26	14:00:00	66400	66574	66400	66561	8198	116582440	0
2009.11.26	14:30:00	66556	66612	66412	66429	11025	155592956	0
2009.11.26	15:00:00	66353	66476	66274	66370	11778	191915936	0
2009.11.26	15:30:00	66361	66400	66309	66328	9811	141937741	0
2009.11.26	16:00:00	66325	66398	66236	66344	11623	181370157	0
2009.11.26	16:30:00	66345	66565	66345	66565	10303	161106074	0
2009.11.26	17:00:00	66570	66600	66513	66522	10153	162260941	0
2009.11.26	17:30:00	66525	66563	66334	66392	12290	342331518	0
2009.11.27	11:00:00	66371	66371	65929	66025	16054	393422083	0
2009.11.27	11:30:00	66032	66075	65892	65904	7903	135773276	0
2009.11.27	12:00:00	65827	65864	65737	65840	8896	211308411	0
2009.11.27	12:30:00	65824	66326	65824	66326	17484	347321733	0
2009.11.27	13:00:00	66330	66667	66325	66623	14248	255265130	0
2009.11.27	13:30:00	66586	66954	66563	66851	15308	262224423	0
2009.11.27	14:00:00	66870	66940	66685	66768	9098	160795759	0
2009.11.27	14:30:00	66758	66836	66681	66823	9845	171173609	0
2009.11.27	15:00:00	66835	66835	66700	66751	9993	182695983	0
2009.11.27	15:30:00	66762	67086	66680	66680	18361	359906785	0
2009.11.27	16:00:00	66701	66818	66701	66770	7608	114466307	0
2009.11.27	16:30:00	66768	66823	66748	66798	8248	165442355	0
2009.11.27	17:00:00	66799	66887	66782	66887	7120	121956489	0
2009.11.27	17:30:00	66882	67070	66865	67070	9811	363617829	0
2009.11.30	11:00:00	67082	67538	66929	67535	10571	237358082	0
2009.11.30	11:30:00	67517	67545	67375	67386	10193	187251393	0
2009.11.30	12:00:00	67388	67388	67236	67373	10293	184672552	0
2009.11.30	12:30:00	67357	67376	67060	67287	18961	354811679	0
2009.11.30	13:00:00	67313	67519	67305	67437	13556	231273025	0
2009.11.30	13:30:00	67432	67477	67261	67261	12284	217767373	0
2009.11.30	14:00:00	67271	67285	67125	67125	14746	256245534	0
2009.11.30	14:30:00	67137	67137	66994	67028	18181	338076938	0
2009.11.30	15:00:00	67024	67142	67020	67064	13409	260066145	0
2009.11.30	15:30:00	67070	67077	66876	66961	17002	299954812	0
2009.11.30	16:00:00	66965	67263	66964	67257	16375	280981500	0
2009.11.30	16:30:00	67267	67412	67179	67385	20083	324078248	0
2009.11.30	17:00:00	67401	67460	67289	67332	22291	366495972	0
2009.11.30	17:30:00	67331	67338	67006	67044	29738	2119638404	0
2009.12.01	11:00:00	67051	68064	67051	67982	17176	406934076	0
2009.12.01	11:30:00	68003	68097	67959	68072	14772	284691404	0
2009.12.01	12:00:00	68086	68241	68086	68219	17338	310048995	0
2009.12.01	12:30:00	68222	68365	68222	68300	23270	499519213	0
2009.12.01	13:00:00	68167	68260	68060	68170	20418	387592443	0
2009.12.01	13:30:00	68188	68326	68179	68326	14322	314089497	0
2009.12.01	14:00:00	68359	68606	68359	68588	20799	385550961	0
2009.12.01	14:30:00	68610	68616	68483	68559	17364	387306435	0
2009.12.01	15:00:00	68555	68624	68401	68420	19124	341845723	0
2009.12.01	15:30:00	68419	68529	68413	68523	19361	301756240	0
2009.12.01	16:00:00	68550	68757	68531	68701	26460	456685446	0
2009.12.01	16:30:00	68695	68754	68566	68591	19426	385055746	0
2009.12.01	17:00:00	68598	68689	68572	68664	18296	301747767	0
2009.12.01	17:30:00	68646	68670	68408	68408	18168	572290077	0
2009.12.02	11:00:00	68412	68846	68412	68477	13915	290711436	0
2009.12.02	11:30:00	68468	68595	68468	68595	10238	180224133	0
2009.12.02	12:00:00	68636	68793	68617	68627	10455	212385523	0
2009.12.02	12:30:00	68619	68856	68619	68837	23414	456126337	0
2009.12.02	13:00:00	68824	69139	68824	69100	20243	459162243	0
2009.12.02	13:30:00	69067	69074	69010	69013	9747	196480868	0
2009.12.02	14:00:00	69018	69018	68661	68831	14073	331604995	0
2009.12.02	14:30:00	68850	68985	68841	68875	14239	246143410	0
2009.12.02	15:00:00	68907	68948	68597	68636	14614	400404127	0
2009.12.02	15:30:00	68617	68670	68510	68640	14493	276887378	0
2009.12.02	16:00:00	68626	68671	68569	68607	12579	220276913	0
2009.12.02	16:30:00	68605	68841	68605	68807	16766	298213842	0
2009.12.02	17:00:00	68846	68858	68648	68662	16716	318367696	0
2009.12.02	17:30:00	68669	68740	68594	68615	19279	657135401	0
2009.12.03	11:00:00	68622	69281	68622	69100	13296	298994530	0
2009.12.03	11:30:00	69159	69257	69132	69161	13776	279874567	0
2009.12.03	12:00:00	69178	69325	69105	69136	13302	244252623	0
2009.12.03	12:30:00	69109	69336	69109	69162	18726	381597987	0
2009.12.03	13:00:00	69067	69069	68790	69018	19217	390275831	0
2009.12.03	13:30:00	69007	69007	68741	68912	18352	315398520	0
2009.12.03	14:00:00	68897	68924	68668	68787	13786	236861188	0
2009.12.03	14:30:00	68777	68825	68494	68668	15209	332060755	0
2009.12.03	15:00:00	68641	68762	68627	68747	11724	231151958	0
2009.12.03	15:30:00	68742	68828	68704	68811	12835	223877943	0
2009.12.03	16:00:00	68811	68818	68679	68781	13724	253676787	0
2009.12.03	16:30:00	68776	68867	68769	68784	11731	231330153	0
2009.12.03	17:00:00	68776	68794	68514	68519	14758	311603924	0
2009.12.03	17:30:00	68488	68527	68308	68315	15789	551450400	0
2009.12.04	11:00:00	68316	68327	68045	68327	11442	282081255	0
2009.12.04	11:30:00	68631	69232	68631	69000	23917	680936218	0
2009.12.04	12:00:00	69009	69188	68937	69155	13423	312534010	0
2009.12.04	12:30:00	69194	69361	69111	69149	19782	435725514	0
2009.12.04	13:00:00	69195	69220	68991	69004	14984	319613078	0
2009.12.04	13:30:00	69007	69051	68772	68782	11744	218028286	0
2009.12.04	14:00:00	68751	68786	68455	68455	15504	345400387	0
2009.12.04	14:30:00	68385	68399	67727	67905	26678	538579821	0
2009.12.04	15:00:00	67891	68050	67766	67867	15561	307587651	0
2009.12.04	15:30:00	67863	68148	67863	68066	11788	219182806	0
2009.12.04	16:00:00	68074	68113	67560	67560	16363	295740904	0
2009.12.04	16:30:00	67560	67685	67328	67378	17493	366202674	0
2009.12.04	17:00:00	67390	67572	67363	67458	14964	274851824	0
2009.12.04	17:30:00	67501	67616	67349	67604	18166	527899778	0
2009.12.07	11:00:00	67611	68042	67611	67844	11085	199944465	0
2009.12.07	11:30:00	67845	68099	67832	67908	10561	210430166	0
2009.12.07	12:00:00	67965	68013	67847	67847	9726	171173272	0
2009.12.07	12:30:00	67874	68141	67834	67984	17127	336127579	0
2009.12.07	13:00:00	67971	67971	67692	67836	14271	275840570	0
2009.12.07	13:30:00	67902	68092	67902	68081	11873	220194137	0
2009.12.07	14:00:00	68071	68185	68071	68162	12201	317117446	0
2009.12.07	14:30:00	68180	68279	68180	68260	14465	297837870	0
2009.12.07	15:00:00	68258	68342	68196	68294	14058	258642229	0
2009.12.07	15:30:00	68308	68546	68301	68502	13625	283924059	0
2009.12.07	16:00:00	68494	68866	68491	68746	19867	388054120	0
2009.12.07	16:30:00	68737	68754	68632	68690	13607	226922353	0
2009.12.07	17:00:00	68672	68722	68556	68595	14147	304864448	0
2009.12.07	17:30:00	68532	68532	68234	68512	17720	659729170	0
2009.12.08	11:00:00	68511	68511	67714	67833	11861	255700753	0
2009.12.08	11:30:00	67831	67911	67685	67911	9184	204060105	0
2009.12.08	12:00:00	67896	68000	67830	67993	10648	197734855	0
2009.12.08	12:30:00	67992	67992	67516	67705	24710	490767971	0
2009.12.08	13:00:00	67697	67723	67598	67692	12234	235529738	0
2009.12.08	13:30:00	67702	67719	67496	67546	12380	217898430	0
2009.12.08	14:00:00	67524	67794	67522	67771	11228	197802687	0
2009.12.08	14:30:00	67769	67984	67734	67920	15116	414541667	0
2009.12.08	15:00:00	67929	67929	67766	67769	14022	309171861	0
2009.12.08	15:30:00	67778	67829	67734	67759	12316	242738049	0
2009.12.08	16:00:00	67765	67847	67547	67568	15705	306055842	0
2009.12.08	16:30:00	67561	67721	67550	67632	12340	258784485	0
2009.12.08	17:00:00	67626	67663	67552	67596	13100	268563723	0
2009.12.08	17:30:00	67606	67729	67470	67729	17576	625582854	0
2009.12.09	11:00:00	67736	68244	67736	68229	13924	280936408	0
2009.12.09	11:30:00	68225	68272	68117	68193	12084	208955023	0
2009.12.09	12:00:00	68161	68164	67755	67890	13811	321516002	0
2009.12.09	12:30:00	67896	68024	67622	67800	18745	420730427	0
2009.12.09	13:00:00	67814	67957	67792	67804	13887	231216611	0
2009.12.09	13:30:00	67833	68211	67694	68104	15282	279017893	0
2009.12.09	14:00:00	68095	68162	68050	68050	9634	166921882	0
2009.12.09	14:30:00	68049	68070	67883	67996	10793	185613216	0
2009.12.09	15:00:00	67985	67995	67589	67680	15979	310861439	0
2009.12.09	15:30:00	67691	67766	67606	67744	12472	259414176	0
2009.12.09	16:00:00	67728	67728	67564	67657	12596	227680073	0
2009.12.09	16:30:00	67664	67666	67484	67535	13760	250465964	0
2009.12.09	17:00:00	67537	67732	67537	67612	12695	251684455	0
2009.12.09	17:30:00	67623	68018	67600	68012	15459	553897502	0
2009.12.10	11:00:00	68021	68835	68021	68772	12427	415772707	0
2009.12.10	11:30:00	68688	68846	68688	68755	12994	322302275	0
2009.12.10	12:00:00	68750	68790	68663	68681	10844	234648792	0
2009.12.10	12:30:00	68730	68912	68636	68702	17531	375480339	0
2009.12.10	13:00:00	68714	68741	68613	68720	11872	299197527	0
2009.12.10	13:30:00	68743	68794	68721	68745	9358	176245296	0
2009.12.10	14:00:00	68722	68841	68701	68786	9526	174560262	0
2009.12.10	14:30:00	68787	68817	68771	68783	10755	216154179	0
2009.12.10	15:00:00	68794	68799	68543	68543	12190	269560950	0
2009.12.10	15:30:00	68546	68631	68472	68574	11108	255434636	0
2009.12.10	16:00:00	68569	68581	68434	68494	11714	516525816	0
2009.12.10	16:30:00	68512	68634	68503	68630	13661	255975168	0
2009.12.10	17:00:00	68662	68820	68638	68808	14862	333081646	0
2009.12.10	17:30:00	68809	68842	68725	68728	15381	605044877	0
2009.12.11	11:00:00	68750	69455	68750	69338	14240	315532092	0
2009.12.11	11:30:00	69481	69502	69277	69312	17034	314620494	0
2009.12.11	12:00:00	69279	69279	69161	69265	11462	247866782	0
2009.12.11	12:30:00	69281	69340	69116	69340	19967	445327252	0
2009.12.11	13:00:00	69360	69383	69202	69281	13589	344950932	0
2009.12.11	13:30:00	69318	69380	69284	69288	10260	178081138	0
2009.12.11	14:00:00	69276	69276	69094	69169	10603	196674724	0
2009.12.11	14:30:00	69161	69206	69031	69074	10241	190859185	0
2009.12.11	15:00:00	69066	69274	69066	69225	10198	211985086	0
2009.12.11	15:30:00	69236	69382	69220	69382	11802	253297959	0
2009.12.11	16:00:00	69387	69392	69257	69261	11351	211702303	0
2009.12.11	16:30:00	69263	69263	69174	69228	12057	218665491	0
2009.12.11	17:00:00	69237	69338	69228	69273	16904	384428420	0
2009.12.11	17:30:00	69296	69312	69230	69267	14829	577736915	0
2009.12.14	11:00:00	69273	69785	69273	69666	13620	318260110	0
2009.12.14	11:30:00	69693	69703	69580	69636	12408	226236466	0
2009.12.14	12:00:00	69645	69749	69603	69749	11009	175939723	0
2009.12.14	12:30:00	69739	69750	69562	69583	15471	323669109	0
2009.12.14	13:00:00	69593	69593	69377	69415	14214	256437192	0
2009.12.14	13:30:00	69422	69499	69404	69456	10330	171999534	0
2009.12.14	14:00:00	69458	69472	69346	69466	10556	154505265	0
2009.12.14	14:30:00	69463	69469	69405	69405	11008	223710361	0
2009.12.14	15:00:00	69409	69450	69381	69389	11114	246815009	0
2009.12.14	15:30:00	69395	69583	69384	69518	14090	282898765	0
2009.12.14	16:00:00	69514	69514	69371	69392	11663	201730651	0
2009.12.14	16:30:00	69390	69401	69220	69310	12276	218147178	0
2009.12.14	17:00:00	69307	69330	69238	69238	13337	217318741	0
2009.12.14	17:30:00	69249	69362	69193	69349	13371	488929514	0
2009.12.15	11:00:00	69345	69345	68822	69059	10347	208065099	0
2009.12.15	11:30:00	69037	69037	68822	69007	11322	273037540	0
2009.12.15	12:00:00	69005	69155	68945	69137	8730	200541493	0
2009.12.15	12:30:00	69127	69186	69095	69155	12889	278962269	0
2009.12.15	13:00:00	69146	69387	69146	69329	11916	247607607	0
2009.12.15	13:30:00	69346	69515	69346	69460	11610	249493415	0
2009.12.15	14:00:00	69490	69497	69330	69330	9069	178558626	0
2009.12.15	14:30:00	69330	69393	69243	69310	9770	171956537	0
2009.12.15	15:00:00	69309	69333	69219	69224	7308	151558355	0
2009.12.15	15:30:00	69214	69217	69159	69191	8239	182584839	0
2009.12.15	16:00:00	69173	69301	69100	69100	10815	203255722	0
2009.12.15	16:30:00	69091	69159	69019	69159	9948	218894897	0
2009.12.15	17:00:00	69155	69233	69133	69186	9156	189593079	0
2009.12.15	17:30:00	69191	69315	69150	69311	13187	446658516	0
2009.12.16	11:00:00	69310	69622	69310	69447	11221	258010345	0
2009.12.16	11:30:00	69453	69556	69453	69488	10242	201642651	0
2009.12.16	12:00:00	69487	69487	69382	69397	10219	171456353	0
2009.12.16	12:30:00	69428	69570	69425	69467	17425	341304681	0
2009.12.16	13:00:00	69460	69474	69310	69316	10519	233956438	0
2009.12.16	13:30:00	69349	69437	69349	69406	12391	241644515	0
2009.12.16	14:00:00	69406	69463	69368	69451	10179	152361124	0
2009.12.16	14:30:00	69433	69486	69382	69393	12293	224510733	0
2009.12.16	15:00:00	69394	69588	69391	69502	17142	273299607	0
2009.12.16	15:30:00	69515	69564	69490	69506	14972	259763340	0
2009.12.16	16:00:00	69497	69519	69375	69432	14807	255863622	0
2009.12.16	16:30:00	69425	69429	69136	69141	18490	311637881	0
2009.12.16	17:00:00	69138	69242	68843	68938	23499	444781424	0
2009.12.16	17:30:00	68948	68965	68466	68622	29324	710152883	0
2009.12.17	11:00:00	68619	68619	68098	68244	14642	313989446	0
2009.12.17	11:30:00	68138	68193	67680	67729	20429	578539135	0
2009.12.17	12:00:00	67714	67905	67657	67795	12802	442659775	0
2009.12.17	12:30:00	67775	67938	67708	67708	17208	401478633	0
2009.12.17	13:00:00	67784	67820	67650	67712	13909	310644825	0
2009.12.17	13:30:00	67706	67715	67492	67628	14927	276802240	0
2009.12.17	14:00:00	67644	67655	67463	67496	12207	215792069	0
2009.12.17	14:30:00	67501	67501	67234	67303	15806	328265060	0
2009.12.17	15:00:00	67297	67364	67069	67098	17617	335411099	0
2009.12.17	15:30:00	67114	67177	66792	66978	17432	362321888	0
2009.12.17	16:00:00	66995	67155	66985	67082	15617	326114356	0
2009.12.17	16:30:00	67104	67131	66828	67014	18324	330782196	0
2009.12.17	17:00:00	66986	67035	66930	67035	15302	264307750	0
2009.12.17	17:30:00	67029	67139	66950	67068	19321	574968159	0
2009.12.18	11:00:00	67068	67281	66771	66800	11747	332635534	0
2009.12.18	11:30:00	66794	66794	66458	66654	15076	314817892	0
2009.12.18	12:00:00	66645	66964	66546	66956	13257	275637726	0
2009.12.18	12:30:00	66912	67263	66875	67135	21914	480835733	0
2009.12.18	13:00:00	67146	67200	66918	66990	11047	226001114	0
2009.12.18	13:30:00	66994	66994	66806	66891	9560	176919552	0
2009.12.18	14:00:00	66899	66907	66472	66641	10990	206674721	0
2009.12.18	14:30:00	66604	66604	66322	66573	13721	282540814	0
2009.12.18	15:00:00	66565	66749	66480	66713	11619	209960249	0
2009.12.18	15:30:00	66747	66935	66698	66782	15437	257930535	0
2009.12.18	16:00:00	66778	67053	66764	67044	13608	269512107	0
2009.12.18	16:30:00	67046	67152	66856	66864	14637	267139030	0
2009.12.18	17:00:00	66862	66906	66655	66713	13622	273649309	0
2009.12.18	17:30:00	66710	66859	66652	66794	16382	598329833	0
2009.12.21	11:00:00	66806	67470	66806	67332	10798	275723965	0
2009.12.21	11:30:00	67325	67470	67315	67366	10678	211273881	0
2009.12.21	12:00:00	67368	67449	67367	67443	9542	212877047	0
2009.12.21	12:30:00	67447	67595	67447	67478	14572	319699009	0
2009.12.21	13:00:00	67488	67671	67472	67563	13252	228379485	0
2009.12.21	13:30:00	67558	67607	67394	67402	12100	208637293	0
2009.12.21	14:00:00	67409	67476	67381	67407	11334	200554721	0
2009.12.21	14:30:00	67410	67457	67317	67323	12117	216205990	0
2009.12.21	15:00:00	67318	67374	67255	67258	10905	198857341	0
2009.12.21	15:30:00	67260	67260	66912	66955	14385	295435894	0
2009.12.21	16:00:00	66948	67028	66912	67024	14191	275689487	0
2009.12.21	16:30:00	67043	67051	66917	66970	13477	251344890	0
2009.12.21	17:00:00	66978	67010	66878	66878	14893	262990664	0
2009.12.21	17:30:00	66887	66887	65925	65925	23621	838259699	0
2009.12.22	11:00:00	65940	66756	65940	66756	14365	276696534	0
2009.12.22	11:30:00	66637	66714	66564	66638	16745	273011364	0
2009.12.22	12:00:00	66658	66848	66644	66839	13274	213609741	0
2009.12.22	12:30:00	66830	66886	66725	66825	16473	267016688	0
2009.12.22	13:00:00	66879	67014	66837	66994	15609	271233436	0
2009.12.22	13:30:00	67008	67008	66716	66797	12698	215320796	0
2009.12.22	14:00:00	66772	66875	66727	66871	10552	140933739	0
2009.12.22	14:30:00	66848	66889	66760	66858	10837	146588584	0
2009.12.22	15:00:00	66852	66939	66842	66914	13016	198983443	0
2009.12.22	15:30:00	66919	67080	66915	67057	14409	229343434	0
2009.12.22	16:00:00	67060	67283	67027	67220	18779	311637734	0
2009.12.22	16:30:00	67202	67367	67198	67319	18120	303259162	0
2009.12.22	17:00:00	67319	67319	67153	67207	16316	234188325	0
2009.12.22	17:30:00	67196	67418	67188	67418	17040	709468028	0
2009.12.23	11:00:00	67418	67810	67418	67682	11072	202132208	0
2009.12.23	11:30:00	67680	67680	67463	67486	11046	178708315	0
2009.12.23	12:00:00	67491	67627	67491	67616	10462	173103282	0
2009.12.23	12:30:00	67621	67701	67512	67512	16237	309947923	0
2009.12.23	13:00:00	67447	67447	66943	66974	17492	276923255	0
2009.12.23	13:30:00	67024	67389	67024	67346	11041	156925135	0
2009.12.23	14:00:00	67345	67362	67287	67316	7456	89842662	0
2009.12.23	14:30:00	67322	67523	67311	67473	11205	173796669	0
2009.12.23	15:00:00	67476	67555	67446	67496	10506	179208246	0
2009.12.23	15:30:00	67503	67569	67472	67548	10428	176581791	0
2009.12.23	16:00:00	67529	67574	67482	67549	11115	171368277	0
2009.12.23	16:30:00	67582	67584	67537	67565	11088	156806556	0
2009.12.23	17:00:00	67573	67581	67478	67515	13635	183852281	0
2009.12.23	17:30:00	67527	67593	67500	67589	11696	345516272	0
2009.12.28	11:00:00	67591	68277	67591	68164	8454	199124117	0
2009.12.28	11:30:00	68150	68196	68146	68155	7426	121063240	0
2009.12.28	12:00:00	68158	68206	68093	68180	6647	115950420	0
2009.12.28	12:30:00	68164	68194	68102	68102	8544	135879055	0
2009.12.28	13:00:00	68085	68106	67965	68018	8818	144727730	0
2009.12.28	13:30:00	68015	68015	67916	68011	6078	96538267	0
2009.12.28	14:00:00	68010	68052	67969	67973	5680	75708356	0
2009.12.28	14:30:00	67963	68001	67953	67965	5617	79986635	0
2009.12.28	15:00:00	67962	67967	67893	67916	6628	98525937	0
2009.12.28	15:30:00	67918	67937	67893	67919	6799	104382443	0
2009.12.28	16:00:00	67922	67983	67916	67960	7787	153975353	0
2009.12.28	16:30:00	67955	67955	67838	67847	8827	159629837	0
2009.12.28	17:00:00	67853	67863	67771	67772	9374	179113923	0
2009.12.28	17:30:00	67787	67902	67727	67902	9969	395841694	0
2009.12.29	11:00:00	67902	68192	67902	68156	6900	117227919	0
2009.12.29	11:30:00	68157	68189	68139	68164	5267	106487436	0
2009.12.29	12:00:00	68189	68242	68166	68212	5199	82960564	0
2009.12.29	12:30:00	68236	68256	68127	68211	9000	166550110	0
2009.12.29	13:00:00	68206	68208	68106	68161	7998	101981384	0
2009.12.29	13:30:00	68162	68164	68112	68133	6672	95850621	0
2009.12.29	14:00:00	68137	68148	68040	68042	8368	103666577	0
2009.12.29	14:30:00	68046	68107	68029	68049	7933	116122327	0
2009.12.29	15:00:00	68054	68056	67993	68043	6722	109278422	0
2009.12.29	15:30:00	68053	68149	68039	68129	7320	121359739	0
2009.12.29	16:00:00	68125	68218	68121	68207	7014	107156797	0
2009.12.29	16:30:00	68213	68273	68195	68256	8748	141642839	0
2009.12.29	17:00:00	68259	68270	68227	68227	8050	121636515	0
2009.12.29	17:30:00	68237	68309	68177	68296	9917	341985694	0
2009.12.30	11:00:00	68277	68277	67749	67824	7120	150501312	0
2009.12.30	11:30:00	67825	68029	67824	68018	6698	134935397	0
2009.12.30	12:00:00	68015	68187	68009	68100	7937	124755907	0
2009.12.30	12:30:00	68109	68204	68023	68155	13049	205015469	0
2009.12.30	13:00:00	68150	68212	68111	68135	9771	127110913	0
2009.12.30	13:30:00	68134	68154	68082	68141	9068	124825682	0
2009.12.30	14:00:00	68139	68209	68134	68138	9987	102696211	0
2009.12.30	14:30:00	68134	68205	68121	68198	11037	112003535	0
2009.12.30	15:00:00	68213	68258	68200	68257	11441	109490553	0
2009.12.30	15:30:00	68261	68338	68250	68336	11766	132169952	0
2009.12.30	16:00:00	68346	68379	68278	68278	12150	165570328	0
2009.12.30	16:30:00	68260	68308	68212	68277	11877	128862474	0
2009.12.30	17:00:00	68278	68306	68249	68267	13418	172655635	0
2009.12.30	17:30:00	68267	68588	68267	68588	17313	1512237232	0
2010.01.04	11:00:00	68587	68963	68587	68862	12674	260007864	0
2010.01.04	11:30:00	68861	69016	68813	69011	12175	208313314	0
2010.01.04	12:00:00	69028	69175	69028	69128	11781	217271447	0
2010.01.04	12:30:00	69129	69465	69129	69357	18076	398204835	0
2010.01.04	13:00:00	69341	69435	69338	69430	14915	244459149	0
2010.01.04	13:30:00	69438	69597	69417	69568	12401	207267690	0
2010.01.04	14:00:00	69549	69580	69478	69503	11747	157424423	0
2010.01.04	14:30:00	69506	69509	69465	69483	11604	187155556	0
2010.01.04	15:00:00	69475	69534	69473	69517	12006	201491993	0
2010.01.04	15:30:00	69526	69606	69492	69551	13072	214031561	0
2010.01.04	16:00:00	69543	69789	69543	69789	16830	313380877	0
2010.01.04	16:30:00	69800	69947	69795	69907	18741	390082920	0
2010.01.04	17:00:00	69906	69947	69887	69931	18165	324185254	0
2010.01.04	17:30:00	69923	70081	69902	70045	21906	766765146	0
2010.01.05	11:00:00	70046	70321	70046	70083	15916	369651177	0
2010.01.05	11:30:00	70086	70190	70045	70161	14467	267125910	0
2010.01.05	12:00:00	70167	70233	70132	70158	15251	288159203	0
2010.01.05	12:30:00	70172	70247	70004	70085	21511	508356632	0
2010.01.05	13:00:00	69981	70437	69981	70425	21539	464154488	0
2010.01.05	13:30:00	70419	70479	70370	70479	13811	246714668	0
2010.01.05	14:00:00	70464	70464	70283	70312	12236	216865453	0
2010.01.05	14:30:00	70306	70418	70263	70401	13704	319415782	0
2010.01.05	15:00:00	70427	70595	70417	70496	16053	354691768	0
2010.01.05	15:30:00	70490	70499	70429	70450	15289	285026287	0
2010.01.05	16:00:00	70451	70465	70206	70207	20931	410166505	0
2010.01.05	16:30:00	70216	70227	69994	70031	24864	548312145	0
2010.01.05	17:00:00	70039	70146	69928	70070	23022	419751091	0
2010.01.05	17:30:00	70058	70240	70046	70240	19969	593812793	0
2010.01.06	11:00:00	70237	70532	70016	70460	15029	418700100	0
2010.01.06	11:30:00	70466	70498	70410	70410	14762	360525374	0
2010.01.06	12:00:00	70403	70410	70225	70308	12616	309856099	0
2010.01.06	12:30:00	70298	70504	70298	70486	21363	467723374	0
2010.01.06	13:00:00	70490	70805	70489	70791	20953	424560865	0
2010.01.06	13:30:00	70758	70937	70604	70935	19630	375811304	0
2010.01.06	14:00:00	70932	70932	70801	70810	18089	316335818	0
2010.01.06	14:30:00	70817	70875	70692	70698	17170	342686574	0
2010.01.06	15:00:00	70703	70767	70650	70650	14267	313637063	0
2010.01.06	15:30:00	70658	70758	70658	70699	14852	323580922	0
2010.01.06	16:00:00	70711	70744	70534	70657	17286	340338996	0
2010.01.06	16:30:00	70661	70661	70481	70514	19279	349070437	0
2010.01.06	17:00:00	70510	70770	70510	70724	22359	480737180	0
2010.01.06	17:30:00	70711	70792	70695	70729	19030	566201433	0
2010.01.07	11:00:00	70723	70723	70074	70288	13384	292249341	0
2010.01.07	11:30:00	70353	70588	70347	70558	15048	346869753	0
2010.01.07	12:00:00	70551	70556	70419	70429	13104	251366956	0
2010.01.07	12:30:00	70450	70470	70045	70045	21172	427326041	0
2010.01.07	13:00:00	70049	70217	70047	70192	17001	310151964	0
2010.01.07	13:30:00	70175	70440	70175	70333	14992	239684346	0
2010.01.07	14:00:00	70325	70452	70315	70403	14082	219937302	0
2010.01.07	14:30:00	70398	70415	70255	70340	12112	195657335	0
2010.01.07	15:00:00	70340	70425	70313	70374	13596	227646431	0
2010.01.07	15:30:00	70362	70407	70346	70388	19537	341582060	0
2010.01.07	16:00:00	70369	70484	70244	70484	19267	355465237	0
2010.01.07	16:30:00	70476	70514	70449	70491	19489	293953049	0
2010.01.07	17:00:00	70502	70556	70454	70551	18307	301745254	0
2010.01.07	17:30:00	70553	70649	70451	70451	20959	646631655	0
2010.01.08	11:00:00	70455	70766	70455	70682	16818	366874036	0
2010.01.08	11:30:00	70415	70487	70158	70417	21645	418568779	0
2010.01.08	12:00:00	70422	70438	70254	70354	13685	298651822	0
2010.01.08	12:30:00	70324	70399	70243	70399	21242	457844445	0
2010.01.08	13:00:00	70404	70450	70366	70432	13305	242912285	0
2010.01.08	13:30:00	70448	70462	70389	70445	11314	172993601	0
2010.01.08	14:00:00	70445	70523	70418	70510	12557	211021630	0
2010.01.08	14:30:00	70510	70510	70418	70484	11795	202892228	0
2010.01.08	15:00:00	70485	70538	70475	70489	12209	245399813	0
2010.01.08	15:30:00	70482	70543	70460	70469	14225	294018920	0
2010.01.08	16:00:00	70464	70512	70455	70497	14603	305453007	0
2010.01.08	16:30:00	70502	70625	70485	70529	14520	306259479	0
2010.01.08	17:00:00	70510	70510	70266	70277	18420	368574168	0
2010.01.08	17:30:00	70293	70320	70231	70263	15488	487516418	0
2010.01.11	11:00:00	70267	71068	70267	70877	17149	316126600	0
2010.01.11	11:30:00	70879	70892	70777	70857	15052	222720358	0
2010.01.11	12:00:00	70865	70901	70840	70888	12959	207936037	0
2010.01.11	12:30:00	70914	70953	70662	70663	21366	445643984	0
2010.01.11	13:00:00	70659	70703	70534	70630	19268	374891570	0
2010.01.11	13:30:00	70630	70647	70556	70591	13901	245819222	0
